Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
manolis,67038910,6,38,0,Yes,11766174,9766174,10,0,14,Yes,11141174,9766174,9,0,7,Yes,11793674,9766174,9,1,9,Yes,10611174,9766174,5,0,5,Yes,10972737,9766174,4,0,2,Yes,10753977,9766789,3,0,1
Dava,66187153,48,50,0,Yes,12194571,9294571,12,0,20,Yes,11170809,9295809,9,0,10,Yes,11573918,9296418,8,1,10,Yes,10646617,9297867,7,0,8,Yes,10298992,9311804,4,0,1,Yes,10302246,9315058,3,0,1
XCAL,82350246,26,92,0,Yes,13188648,9988648,13,0,23,Yes,12988648,9988648,11,0,16,Yes,12877596,9988846,9,1,14,Yes,15008066,9988846,11,0,19,Yes,14159941,9991814,7,0,11,Yes,14127347,9996514,6,0,9
Darthsyn,60366848,60,55,1,No,2598236,1398236,6,0,12,Yes,11430379,9430379,10,0,12,Yes,12140487,9430487,8,1,13,Yes,10931581,9430487,5,0,8,Yes,10417675,9430487,2,0,4,Yes,12848490,9430626,4,0,6
G4reth,73467565,8,60,0,Yes,12550159,9950159,11,0,20,Yes,12078669,9953669,10,0,12,Yes,13104207,9965457,8,1,12,Yes,12396842,9967467,8,0,11,Yes,12162438,9968687,4,0,3,Yes,11175250,9968687,4,0,2
Patrick4,77006280,15,67,2,Yes,12674251,9974251,11,0,18,Yes,11849251,9974251,9,0,10,Yes,12771751,9974251,8,1,13,Yes,13161283,9974251,7,0,13,Yes,13155190,9974251,5,0,7,Yes,13394554,9976690,4,0,6
Avatany,43537782,13,20,0,No,119370,119370,0,0,0,Yes,11220149,9595149,9,0,9,Yes,11040724,9604474,4,0,5,Yes,9931388,9606388,5,0,3,Yes,11090253,9609471,3,0,3,No,135898,135898,0,0,0
Username,56225796,2,32,0,Yes,11502283,9802283,8,0,11,Yes,11677283,9802283,7,0,9,Yes,9804033,9804033,1,1,0,Yes,11910871,9838996,8,0,9,Yes,11331326,9850544,2,0,3,No,0,0,0,0,0
Tyrian,54763694,27,38,0,Yes,9130174,8130174,8,0,10,Yes,9380779,8130779,9,0,9,Yes,9405407,8131657,6,1,7,Yes,9362704,8135829,6,0,7,Yes,8849860,8136891,3,0,3,Yes,8634770,8141176,2,0,2
JediAhsoka,57978877,19,40,0,Yes,10136993,8336993,8,0,12,Yes,9212874,8337874,5,1,6,Yes,9610619,8336869,4,1,7,Yes,9857511,8340167,4,0,8,Yes,9333538,8346350,2,0,4,Yes,9827342,8346560,2,0,3
