Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tani Mayse,61784204,8,48,0,Yes,10272889,8772889,11,0,12,Yes,10348099,8773099,10,0,10,Yes,10105739,8780739,9,0,8,Yes,10134714,8785964,8,0,8,Yes,11143848,8791660,7,1,9,Yes,9778915,8791727,3,0,1
WharfRat,64068555,14,56,0,Yes,10901188,8701188,11,0,16,Yes,10301377,8701377,10,0,11,Yes,10281000,8706000,7,0,7,Yes,11096264,8707514,7,0,11,Yes,11565468,8709530,6,1,9,Yes,9923258,8716695,4,0,2
Blattu,74797987,17,97,0,Yes,11601818,9001818,13,0,20,Yes,11828718,9028718,13,0,18,Yes,12091780,9030530,11,0,14,Yes,13471350,9035100,11,0,20,Yes,13588258,9036226,10,1,18,Yes,12216063,9035124,5,0,7
Verage Valoor,58771281,25,36,0,Yes,10026816,8726816,10,0,10,Yes,10004219,8729219,7,0,8,Yes,9646321,8733821,5,0,6,Yes,9928325,8742075,4,0,7,Yes,9428435,8745935,3,0,4,Yes,9737165,8749977,1,0,1
Isaac72,68512165,6,49,0,Yes,11222689,9122689,10,0,15,Yes,10499066,9124066,6,0,5,Yes,11563825,9127575,8,0,9,Yes,11500280,9127780,7,0,8,Yes,11633174,9128642,6,1,6,Yes,12093131,9131567,4,0,6
Puck,72248820,21,66,4,Yes,12186437,9386437,11,0,19,Yes,10744653,9394653,11,0,9,Yes,12027330,9394830,10,0,11,Yes,12108757,9395007,10,0,10,Yes,12822426,9472894,8,1,11,Yes,12359217,9397653,4,0,6
XCAL,57306835,34,94,10,No,6079420,3479420,12,0,20,No,8372546,5422546,12,0,17,Yes,12219176,9104176,10,0,14,Yes,13212349,9117349,10,0,18,Yes,13821725,9117349,10,1,18,No,3601619,1133649,4,0,7
Chikiller,59561170,14,42,0,Yes,11137299,9137299,10,0,14,Yes,10013286,9138286,6,0,4,Yes,11021848,9139348,8,0,6,Yes,11511848,9139348,7,0,8,No,4530244,1958681,6,1,7,Yes,11346645,9152894,4,0,3
Delara Exibil,72560877,28,77,0,Yes,11717209,9317209,10,0,18,Yes,12106060,9256060,10,0,18,Yes,12193297,9257047,10,0,13,Yes,12669547,9257047,10,0,14,Yes,12636127,9260189,8,0,12,Yes,11238637,9264261,2,0,2
Kdizyl,29929628,18,16,0,No,1973022,1273022,4,0,4,Yes,8590526,8140526,8,0,4,Yes,9072772,8160272,7,0,4,No,35038,35038,0,0,0,Yes,10200098,8189160,5,0,4,No,58172,58172,0,0,0
thirteensuns,56412388,20,34,0,Yes,9510003,8010003,7,0,12,Yes,8640601,8015601,4,0,6,Yes,10043921,8020171,5,0,6,Yes,8183446,8020946,1,0,1,Yes,10529023,8024491,5,0,6,Yes,9505394,8024612,2,0,3
MINI DarthAzazel,67791665,23,82,0,Yes,12011462,9611462,12,0,18,No,5608688,3408688,12,0,16,Yes,11368510,9614760,8,0,9,Yes,12851498,9617748,9,0,16,Yes,14141151,9615525,10,1,17,Yes,11810356,9616605,5,0,6
Kÿłë škÿwäłkër,33247303,1,30,0,Yes,10913161,8913161,10,0,14,Yes,9866491,8916491,7,0,5,No,0,0,0,0,0,No,1878850,871350,5,0,6,Yes,10588801,8919113,6,0,5,No,0,0,0,0,0
Skaar,70183928,56,82,20,Yes,10739902,8539902,11,0,16,Yes,11342749,8542749,10,0,18,Yes,11410065,8545065,8,0,12,Yes,11966109,8553609,8,0,14,Yes,12219986,8555610,8,0,12,Yes,12505117,8556365,6,0,10
Username,48335313,30,48,9,Yes,11176667,9076667,12,0,15,No,915379,665379,2,0,2,Yes,11589819,9082319,8,0,11,Yes,11975838,9083338,8,0,11,No,2105446,1081696,4,1,6,Yes,10572164,9091382,4,0,3
Enigma,76309053,18,86,0,Yes,12414605,9914605,12,0,19,Yes,12125901,9925901,12,0,16,Yes,12418292,9914542,9,0,14,Yes,12818946,9926446,9,0,14,Yes,14133467,9922685,9,0,16,Yes,12397842,9929872,5,0,7
Yosh,44927930,4,13,0,Yes,8550891,8550891,0,0,0,Yes,9509783,8559783,7,0,5,Yes,9060356,8560356,6,0,4,Yes,9235945,8569695,4,0,4,No,0,0,0,0,0,Yes,8570955,8570955,0,0,0
OwningXylophone,62776330,12,45,0,Yes,10510145,9010145,10,0,12,Yes,10288012,9013012,9,0,8,Yes,10533422,9029672,8,0,9,Yes,10557172,9029672,7,0,9,Yes,10866466,9034278,5,1,6,Yes,10021113,9033925,3,0,1
