Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tani Mayse,60644473,11,41,0,Yes,10939027,8839027,11,0,15,Yes,9817852,8842852,11,0,8,Yes,9669926,8844926,9,0,6,Yes,10199052,8850302,5,1,8,Yes,10179828,8851390,6,0,3,Yes,9838788,8851600,3,0,1
OwningXylophone,61784923,13,41,0,Yes,10980703,9080703,10,0,13,Yes,9747027,9097027,10,0,6,Yes,10530100,9097600,8,0,9,Yes,10285343,9099093,4,1,7,Yes,10646068,9098255,6,0,4,Yes,9595682,9102088,3,0,2
Dârth Jungle Asian,64302256,21,48,0,Yes,11541643,9141643,11,0,18,Yes,10015037,9165037,10,0,8,Yes,10864343,9164343,8,0,9,Yes,11195929,9164679,6,0,9,Yes,10533867,9164804,7,0,3,Yes,10151437,9164249,4,0,1
Delara Exibil,72160841,37,70,3,Yes,11712746,9312746,10,0,18,Yes,12164586,9314586,10,0,18,Yes,12070805,9330805,9,0,12,Yes,12408520,9337270,7,0,12,Yes,11994288,9337412,5,0,6,Yes,11809896,9341926,3,0,4
Verage Valoor,59903265,29,35,0,Yes,10331188,8831188,10,0,12,Yes,10109079,8834079,8,0,8,Yes,9755079,8842579,5,0,6,Yes,9348912,8845162,3,1,3,Yes,10519240,8849552,4,0,5,Yes,9839767,8852579,3,0,1
Patrick4,58645237,20,56,6,Yes,11421117,9121117,10,0,17,No,5105156,3405156,10,0,12,Yes,11128966,9125216,8,0,10,Yes,11335216,9125216,7,0,8,Yes,10304537,9128443,4,0,8,Yes,9350245,9130870,3,0,1
Trask droll,70891197,34,60,1,Yes,11376865,9576865,12,1,15,Yes,12087265,9587265,13,0,15,Yes,12407765,9596515,11,0,12,Yes,11974403,9601903,6,1,6,Yes,11247215,9603933,7,0,6,Yes,11797684,9603933,5,0,6
XCAL,72529311,22,80,1,Yes,12134932,9134932,12,0,21,Yes,11487221,9137221,13,0,15,Yes,11327920,9141670,11,0,11,Yes,12242866,9171616,10,1,15,Yes,12704812,9172467,7,0,10,Yes,12631560,9176402,5,0,8
Geralt of Rivia,56343644,25,36,0,Yes,9701060,8201060,9,0,12,Yes,9551060,8201060,10,0,9,Yes,8917804,8201554,8,0,5,Yes,8886801,8204301,3,0,4,Yes,9368225,8218537,6,0,2,Yes,9918694,8218537,4,0,4
Javin Fis,61902276,10,71,0,Yes,11277135,8977135,11,0,17,No,5113885,2563885,11,0,19,Yes,11163241,8980741,8,0,12,Yes,11032680,8985180,6,1,9,Yes,12355402,8985557,7,0,9,Yes,10959933,8985557,4,0,5
