Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
XCAL,76819063,19,94,1,Yes,12164610,9264610,13,0,20,Yes,11965844,9265844,13,0,17,Yes,12660241,9267741,11,0,14,Yes,12711261,9298761,10,1,17,Yes,14092602,9272444,9,0,16,Yes,13224505,9275753,6,0,10
Fidget92,50583888,17,38,1,No,4696867,2596867,9,0,15,No,2680935,1480935,4,0,4,Yes,11532682,8731432,9,0,10,Yes,9801708,8956708,4,1,5,Yes,10935848,8961472,3,0,2,Yes,10935848,8961472,3,0,2
Patrick4,62428762,19,66,4,No,4637350,2337350,10,0,17,Yes,11269778,9219778,10,0,15,Yes,11676028,9219778,8,0,11,Yes,11608726,9219976,7,0,11,Yes,11545758,9219976,6,0,8,Yes,11691122,9223152,3,0,4
Avatany,51238125,10,28,0,Yes,10725147,9125147,8,0,10,No,829264,429264,2,0,4,Yes,10056018,9139768,6,0,6,Yes,10334914,9148664,3,1,4,Yes,9646391,9152797,3,0,2,Yes,9646391,9152797,1,0,2
Username,56269103,24,58,1,No,5070948,2670948,12,0,18,No,7017443,4742443,11,0,13,Yes,10918360,9232110,6,0,10,Yes,10762419,9234919,5,1,9,Yes,12270670,9242075,5,0,7,Yes,10229263,9242075,2,0,1
Tyrian,49681809,20,35,1,No,6234510,5334510,7,0,9,Yes,8756254,7656254,9,0,9,Yes,8686331,7662581,6,0,6,Yes,8690159,7666409,3,0,6,Yes,8161794,7668200,1,0,2,Yes,9152761,7671979,3,0,3
JediAhsoka,45226983,17,30,0,Yes,8492776,7692776,5,0,8,Yes,8844483,7694483,5,0,7,Yes,9565340,7700340,5,0,7,Yes,9068978,7703978,3,1,5,No,63640,63640,0,0,0,Yes,9191766,7710984,3,0,3
Yosh,44797861,7,28,0,No,3595235,1895235,7,0,11,No,2775733,1850733,7,0,5,Yes,9287145,8712145,7,0,4,Yes,9382027,8715777,5,0,4,Yes,10044845,8716407,4,0,3,Yes,9712876,8725688,2,0,1
Tani Mayse,60462012,6,38,0,Yes,11072091,8972091,11,0,15,Yes,9572789,8972789,11,0,5,Yes,9984743,8977243,9,0,6,Yes,10313558,8981058,7,1,8,Yes,10310032,8981594,6,0,3,Yes,9208799,8989424,4,0,1
non7top,60648691,16,48,5,Yes,11086935,8886935,10,0,16,Yes,10736935,8886935,10,0,13,Yes,10394435,8886935,8,0,9,Yes,10073185,8886935,5,0,7,Yes,9447560,8886935,3,0,3,Yes,8909641,8909641,0,0,0
OwningXylophone,65538442,13,51,0,Yes,11139724,9239724,10,0,13,Yes,10639724,9239724,9,0,9,Yes,11176184,9239934,7,0,11,Yes,10953100,9246850,5,1,10,Yes,10901106,9247668,6,0,5,Yes,10728604,9247822,3,0,3
BobbyMarshal,46366931,16,41,0,Yes,10166433,7866433,10,0,17,Yes,9669884,7869884,9,0,13,Yes,9486291,7871291,7,0,6,Yes,8751065,7906065,4,0,5,No,375977,375977,0,0,0,Yes,7917281,7917281,0,0,0
Dârth Jungle Asian,67767691,14,58,0,Yes,11369155,9269155,11,0,15,Yes,10675250,9275250,10,0,9,Yes,11807166,9275916,10,0,12,Yes,11988658,9274908,9,0,13,Yes,10945608,9275920,7,0,5,Yes,10981854,9281697,4,0,4
DarthDax,79557513,28,88,0,Yes,12628987,10028987,12,0,20,Yes,12629004,10029004,11,0,16,Yes,13493261,10029511,11,0,14,Yes,13947373,10031123,11,1,17,Yes,13142191,10036409,9,0,12,Yes,13716697,10042164,6,0,9
Excessive Fist,46116848,6,11,0,Yes,8840496,8240496,2,0,3,Yes,9342592,8242592,3,0,3,Yes,9610144,8245144,2,0,2,Yes,9090144,8245144,2,0,2,Yes,9233472,8246284,2,0,1,No,0,0,0,0,0
Blattu,76030951,24,95,0,Yes,12351428,9151428,13,0,23,Yes,12358574,9158574,13,0,19,Yes,12807383,9164883,11,0,15,Yes,13422942,9165442,11,1,19,Yes,12962164,9165756,6,0,10,Yes,12128460,9166896,6,0,9
Jonesmalones,69916008,76,87,6,No,5622692,3122692,11,0,19,Yes,12988469,10813469,10,0,16,Yes,13053535,10813535,8,0,13,Yes,13884785,10813535,8,1,15,No,9162244,6617087,7,0,12,Yes,15204283,10816781,9,0,12
Javin Fis,69954141,8,71,0,Yes,11416027,9016027,11,0,18,Yes,10561020,9036020,11,0,13,Yes,11496020,9036020,9,0,12,Yes,11767917,9037917,8,1,13,Yes,12491017,9035859,5,0,8,Yes,12222140,9041201,5,0,7
Taco Hat,53863429,23,15,0,Yes,9209944,8509944,6,0,7,Yes,8762349,8512349,9,0,2,Yes,8854509,8513259,5,0,2,Yes,9017996,8514246,4,0,3,Yes,9502496,8515308,4,0,1,Yes,8516135,8516135,2,0,0
Scof,58874252,19,39,0,Yes,9582002,7782002,10,0,12,Yes,9395069,7795069,6,0,7,Yes,10346340,7795090,9,0,9,Yes,10005273,7795273,6,0,7,Yes,9771167,7796791,3,0,2,Yes,9774401,7800025,3,0,2
Rhil Margos,63075845,22,47,0,Yes,11131968,8931968,11,0,16,Yes,9608261,8933261,11,0,6,Yes,10192279,8934779,9,0,8,Yes,10966029,8934779,7,0,9,Yes,10758709,8936677,6,0,5,Yes,10418599,8937817,3,0,3
Puck,73064123,23,69,0,Yes,12022983,9522983,12,0,19,Yes,11397983,9522983,12,0,13,Yes,12574919,9523669,10,0,11,Yes,12563889,9525139,10,1,12,Yes,13053431,9531242,7,0,9,Yes,11450918,9531386,5,0,5
RoTahn Taske,61804403,6,66,1,No,5511067,3211067,13,0,17,No,5879487,3404487,13,0,15,Yes,12857115,9968365,11,0,10,Yes,13718034,9980534,10,1,16,Yes,12643233,9986357,5,0,6,Yes,11195467,9988904,4,0,2
MINI DarthAzazel,53688367,18,55,0,Yes,11896392,9696392,12,0,16,No,3496139,2596139,11,0,7,Yes,12190142,9696392,10,0,12,No,2337163,1150913,5,1,7,Yes,11854831,9691549,8,0,7,Yes,11913700,9719949,6,0,6
thirteensuns,41250944,10,34,0,No,2873905,1473905,7,0,11,Yes,8692153,8142153,8,0,5,Yes,8897504,8143754,5,0,5,Yes,10500973,8144723,8,0,8,No,163506,163506,0,0,0,Yes,10122903,8148527,3,0,5
Tranced,78421317,63,97,11,Yes,12029759,9429759,12,0,20,Yes,12353690,9428690,12,0,19,Yes,13378877,9432627,12,0,17,Yes,13355400,9439150,10,1,17,Yes,13915402,9436494,8,0,14,Yes,13388189,9439437,6,0,10
WharfRat,64016859,9,52,0,Yes,11073439,8873439,11,0,16,Yes,10578220,8878220,11,0,12,Yes,10655720,8878220,8,0,8,Yes,10908325,8877075,7,1,9,Yes,10429968,8882155,7,0,4,Yes,10371187,8890405,4,0,3
Verage Valoor,60904939,37,36,0,Yes,10294991,8994991,10,0,10,Yes,9901015,9001015,9,0,8,Yes,10351862,9006862,5,0,8,Yes,10194534,9008284,5,1,7,Yes,10161008,9011320,4,0,2,Yes,10001529,9014341,3,0,1
Skaar,69372748,67,66,14,Yes,10036284,8836284,5,0,6,Yes,10324300,8849300,8,0,13,Yes,11813213,8853213,10,0,11,Yes,12083123,8849373,8,1,13,Yes,12305658,7853156,9,0,13,Yes,12810170,8861418,6,0,10
Enigma,77341176,9,82,0,Yes,12367329,10067329,12,0,17,Yes,12749731,10074731,13,0,20,Yes,13212985,10074235,10,0,15,Yes,13487875,10075375,9,1,17,Yes,13255222,10074283,5,0,7,Yes,12268034,10074283,5,0,6
Trask droll,61738582,47,53,0,Yes,11478419,9678419,13,1,15,Yes,11806695,9681695,12,0,12,Yes,10713412,9689662,6,0,6,Yes,12062162,9689662,8,1,11,No,4287234,1599889,4,0,5,Yes,11390660,9690503,4,0,4
Chikiller,70967967,13,59,0,Yes,11680930,9380930,11,0,17,Yes,11482448,9382448,11,0,15,Yes,12272716,9383966,9,0,10,Yes,12099085,9385335,7,1,10,Yes,11577717,9383966,3,0,3,Yes,11855071,9387101,3,0,4
Geralt of Rivia,48763330,14,40,0,Yes,9612912,8312912,9,0,13,Yes,9866985,8316985,10,0,14,Yes,9074300,8320550,7,0,5,No,102503,102503,0,0,0,Yes,9804482,8323700,4,0,3,Yes,10302148,8327772,4,0,5
Jeeves,70303524,13,60,0,Yes,11740396,9440396,11,0,17,Yes,11370016,9445016,12,0,14,Yes,11885016,9445016,9,0,11,Yes,11462573,9447573,8,1,9,Yes,11920868,9442742,6,0,5,Yes,11924655,9456685,4,0,4
Squanchy420,61400046,9,48,0,Yes,10376221,8276221,9,0,15,Yes,10285061,8285061,8,0,11,Yes,10658631,8289881,6,0,8,Yes,10670967,8298467,6,1,8,Yes,9628411,8299973,4,0,3,Yes,9780755,8299973,2,0,3
JHang,56498869,16,51,0,Yes,10547086,8447086,9,0,15,Yes,9847501,8447501,9,0,9,Yes,10797694,8466444,8,0,10,Yes,11012098,8460848,7,1,12,No,5836636,4166948,5,0,5,Yes,8457854,8457854,0,0,0
Q Ryker,61124463,20,43,0,Yes,10419373,8419373,9,0,14,Yes,9842889,8442889,9,0,9,Yes,11155158,8445158,7,0,10,Yes,10834970,8446220,7,0,8,Yes,9433408,8446220,2,0,1,Yes,9438665,8451477,2,0,1
Marl Jewel,74673724,15,67,0,Yes,12233700,9733700,13,0,19,Yes,12033700,9733700,9,0,14,Yes,12856398,9733898,11,0,12,Yes,12790570,9735570,9,1,12,Yes,12548660,9739440,5,0,6,Yes,12210696,9742726,4,0,4
G4reth,70496214,7,72,0,Yes,11695436,9095436,11,0,20,Yes,11770436,9095436,10,0,17,Yes,12236084,9097334,8,0,12,Yes,12512148,9099648,8,0,14,Yes,10988711,9099648,6,0,6,Yes,11293399,9099648,3,0,3
Kÿłë škÿwäłkër,43739206,4,33,0,No,867251,367251,3,0,5,No,924635,424635,3,0,5,Yes,10293642,9039892,8,0,7,Yes,10031479,9040229,6,1,6,Yes,11091816,9040253,6,0,7,Yes,10530383,9049601,4,0,3
Zarlis Rahn,55067388,1,57,0,Yes,10373259,8573259,7,0,12,Yes,9898259,8573259,10,0,12,Yes,10185352,8590352,7,0,9,No,3071405,1202655,6,1,11,Yes,10973127,8590470,7,0,8,Yes,10565986,8591610,4,0,5
Delara Exibil,76111369,41,85,15,Yes,11812892,9412892,10,0,18,Yes,12151823,9426823,10,0,17,Yes,13251258,9430008,10,0,16,Yes,13348412,9432162,10,0,17,Yes,13419697,9434383,7,0,12,Yes,12127287,9439942,4,0,5
DarthRevanNL,57766676,16,8,0,Yes,10294446,9494446,5,0,8,Yes,9494446,9494446,0,0,0,Yes,9494446,9494446,0,0,0,Yes,9494446,9494446,0,1,0,Yes,9494446,9494446,0,0,0,Yes,9494446,9494446,0,0,0
Lambert,66749549,9,44,0,Yes,11764123,9564123,10,0,16,Yes,11018427,9568427,10,0,10,Yes,11417177,9568427,8,0,8,Yes,11426602,9574102,7,0,8,Yes,10561610,9574422,3,0,1,Yes,10561610,9574422,4,0,1
Nomad,65048164,22,52,0,Yes,11722187,9122187,11,0,20,Yes,10159337,9159337,12,0,9,Yes,10506146,9161146,8,0,7,Yes,10685432,9157932,5,1,6,Yes,10832301,9162613,6,0,5,Yes,11142761,9168385,5,0,5
El Jefe,66873909,2,56,0,Yes,10820043,9020043,11,0,15,Yes,11021697,9021697,10,0,14,Yes,11569197,9021697,7,0,12,Yes,10886135,9033635,7,0,8,Yes,11568731,9033730,5,0,5,Yes,11008106,9033730,2,0,2
BobaChuck91,62484935,1,41,4,Yes,10990964,8990964,10,0,14,Yes,9651489,9001489,9,0,6,Yes,9829556,9004556,5,0,4,Yes,9853443,9008443,3,0,5,Yes,11171725,9008443,6,0,7,Yes,10987758,9013382,4,0,5
T,63670197,5,69,0,Yes,11398029,9198029,11,0,16,No,4511710,2486710,11,0,14,Yes,11731556,9200306,10,0,12,Yes,11752063,9200813,7,0,12,Yes,12383270,9202331,5,0,7,Yes,11893569,9206224,6,0,8
ArtVandalay,55078122,15,52,0,Yes,11008538,8608538,10,0,18,Yes,10713302,8613302,10,0,15,No,176380,176380,1,0,0,Yes,11002052,8613302,8,0,11,Yes,11582519,8620955,4,0,6,Yes,10595331,8620955,3,0,2
JediScum,2970577,0,0,2,No,2970577,2970577,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0
