Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tani Mayse,69537001,8,45,0,Yes,12526087,10126087,13,0,18,Yes,11378502,10128502,11,0,8,Yes,11817707,10131457,9,1,10,Yes,10844867,10137992,9,0,4,Yes,11838866,10138709,5,0,4,Yes,11130972,10143784,4,0,1
Chikiller,73916531,17,51,0,Yes,12362457,10162457,10,0,16,Yes,12042595,10167595,10,0,11,Yes,13310441,10167941,10,1,12,Yes,11890788,10184538,7,0,7,Yes,11680880,10200098,4,0,3,Yes,12629370,10198694,2,0,2
Dârth Jungle Asian,75788407,15,60,0,Yes,12683499,10283499,12,0,18,Yes,12046337,10296337,10,0,9,Yes,13259619,10299619,9,1,14,Yes,11813855,10312761,8,0,8,Yes,12518633,10324882,5,0,6,Yes,13466464,10322819,4,0,5
WharfRat,75786889,23,70,0,Yes,12533431,9933431,13,0,20,Yes,11561180,9936180,11,0,11,Yes,13579152,9936652,10,1,15,Yes,12824265,9941921,10,0,13,Yes,12413342,9945372,6,0,7,Yes,12875519,9951249,5,0,4
Verage Valoor,70112845,29,50,0,Yes,12225013,10025013,11,0,16,Yes,12150238,10025238,11,0,12,Yes,12053495,10025995,8,1,12,Yes,11474848,10109848,7,0,8,Yes,11103572,10116384,3,0,1,Yes,11105679,10118491,2,0,1
manolis,72512040,6,44,0,Yes,12310885,10110885,11,0,16,Yes,11612782,10112782,9,0,8,Yes,12737653,10115153,9,1,10,Yes,10968405,10123405,6,0,5,Yes,12321176,10127425,4,0,3,Yes,12561139,10130463,4,0,2
Dava,72030604,98,50,0,Yes,12692821,9892821,12,0,19,Yes,11779715,9904715,10,0,10,Yes,12184602,9907102,9,1,10,Yes,12084594,9927406,6,0,8,Yes,10917999,9930811,1,0,1,Yes,12370873,9940197,2,0,2
XCAL,74866407,54,83,0,Yes,13005803,10605803,13,0,21,Yes,13262861,10637861,11,0,14,Yes,13328262,10618262,11,1,13,Yes,15051120,10620963,10,0,17,No,5682084,2501145,7,0,10,Yes,14536277,10624819,5,0,8
Kirath Tyria,69541012,18,45,2,Yes,12093497,9993497,11,0,15,Yes,11369165,9994165,9,0,10,Yes,11859710,9994710,6,1,7,Yes,11042835,9994710,8,0,6,Yes,11694867,9994710,4,0,4,Yes,11480938,10000156,4,0,3
G4reth,79576023,6,68,0,Yes,12904968,10304968,11,0,20,Yes,12931557,10306557,10,0,13,Yes,13788687,10308687,9,1,14,Yes,13694418,10318480,8,0,12,Yes,13008925,10321580,4,0,5,Yes,13247468,10323198,4,0,4
Patrick4,79637223,14,73,4,Yes,12899304,10299304,12,0,20,Yes,12188372,10313372,9,0,11,Yes,13454381,10315631,9,1,15,Yes,13526472,10339440,8,0,13,Yes,13802994,10347836,6,0,8,Yes,13765700,10347836,4,0,6
Avatany,65080777,13,21,0,Yes,10625095,9825095,3,0,3,Yes,11078185,9828185,9,0,8,Yes,10761519,9829019,2,1,3,Yes,9992430,9829930,3,0,1,Yes,11311774,9830992,3,0,3,Yes,11311774,9830992,3,0,3
Tyrian,56509291,21,38,0,Yes,9643935,8443935,9,0,12,Yes,9819046,8444046,9,0,9,Yes,9880506,8444256,7,1,8,Yes,9273643,8444893,6,0,5,Yes,8945330,8451736,2,0,2,Yes,8946831,8453237,3,0,2
JediAhsoka,63699786,31,46,0,Yes,10295518,8895518,6,0,11,Yes,10647578,8897578,7,0,10,Yes,10860004,8903754,6,1,8,Yes,10103301,8917051,4,0,7,Yes,11880616,8919052,4,0,6,Yes,9912769,8925581,2,0,4
Yosh,64816990,24,33,0,Yes,10713311,9613311,6,0,11,Yes,11457475,9707475,8,0,10,Yes,10639975,9707475,3,1,6,Yes,10067597,9726347,1,0,2,Yes,11213297,9732515,2,0,3,Yes,10725335,9738147,1,0,1
non7top,67274350,11,46,0,Yes,12008362,9608362,11,0,18,Yes,11491728,9616728,10,0,10,Yes,11732066,9617066,8,1,9,Yes,10795602,9625602,7,0,7,Yes,10622726,9635538,4,0,1,Yes,10623866,9636678,3,0,1
OwningXylophone,74072723,15,59,0,Yes,12409534,10309534,11,0,15,Yes,12687418,10312418,10,0,14,Yes,13203100,10314350,10,1,14,Yes,11667096,10318346,7,0,8,Yes,12293229,10318853,4,0,5,Yes,11812346,10331564,3,0,3
BobbyMarshal,69152425,11,49,0,Yes,11875223,9575223,11,0,17,Yes,11455753,9580753,9,0,10,Yes,11608927,9581427,8,1,9,Yes,10633457,9609707,3,0,6,Yes,12023847,9610721,4,0,4,Yes,11555218,9618136,4,0,3
DarthDax,83418691,36,71,0,Yes,14105125,11305125,13,0,22,Yes,13933464,11308464,10,0,13,Yes,14431358,11308858,11,1,12,Yes,14316876,11318750,6,0,11,Yes,14503443,11322504,7,0,10,Yes,12128425,11327706,2,0,3
Javin Fis,72566869,19,53,1,Yes,9766726,9766726,0,0,0,Yes,11893244,9768244,10,0,12,Yes,12908891,9770141,9,1,15,Yes,13004030,9776373,8,0,13,Yes,13236810,9781652,5,0,8,Yes,11757168,9782792,3,0,5
Rhil Margos,74585695,24,58,0,Yes,11830011,9830011,12,0,17,Yes,12111093,9861093,11,0,13,Yes,12484100,9861600,10,1,10,Yes,13033155,9862373,8,0,10,Yes,12335518,9867548,4,0,4,Yes,12791818,9867548,3,0,4
Tyron Brandt,86172283,19,78,0,Yes,13529600,11329600,13,1,16,Yes,14080053,11330053,11,0,14,Yes,15156614,11335364,10,1,16,Yes,14621077,11423889,9,0,14,Yes,14391167,11429603,7,0,9,Yes,14393772,11432208,5,0,9
Trask droll,60741786,20,55,2,No,4101428,2101428,9,0,14,Yes,12493122,10618122,10,0,10,No,3275468,1585468,6,1,7,Yes,12995066,10628659,10,0,8,Yes,13316677,10629332,5,0,8,Yes,14560025,10648567,6,0,8
Geralt of Rivia,65644139,16,49,0,Yes,11269929,9269929,9,0,17,Yes,10769929,9269929,9,0,10,Yes,10524513,9270763,7,1,7,Yes,10623682,9274932,7,0,8,Yes,11968016,9280671,4,0,5,Yes,10488070,9281507,3,0,2
T,64922063,11,54,0,No,3021397,1621397,8,0,11,Yes,11231187,10106187,9,0,8,Yes,11883687,10106187,6,1,7,Yes,12208531,10106187,9,0,11,Yes,14274821,10106694,7,0,11,Yes,12302440,10108689,4,0,6
Jay Maop,67345874,19,28,0,Yes,12227755,10227755,8,0,14,Yes,11111600,10236600,5,1,7,Yes,11257954,10234204,2,1,3,Yes,11266821,10243071,2,0,3,Yes,10247278,10247278,0,0,0,Yes,11234466,10247278,1,0,1
Marl Jewel,79827527,16,64,0,Yes,13236095,10536095,13,0,21,Yes,12536582,10536582,11,0,11,Yes,13930600,10538100,11,1,14,Yes,13390721,10551033,7,0,9,Yes,13248302,10560957,5,0,5,Yes,13485227,10560957,4,0,4
Fidget92,48973825,13,27,0,No,1041249,641249,3,0,4,No,2346300,1346300,4,0,4,Yes,12796241,9761241,10,1,12,Yes,11182648,9025460,7,0,5,Yes,10801796,9814608,5,0,1,Yes,10805591,9818403,4,0,1
BobaChuck91,59301086,8,36,2,No,0,0,0,0,0,Yes,11278795,9653795,8,0,9,Yes,11505236,9656486,7,1,8,Yes,11345264,9665420,7,0,9,Yes,12575856,9669136,5,0,6,Yes,12595935,9671665,3,0,4
Excessive Fist,61044863,18,15,0,Yes,10582412,9382412,4,0,6,Yes,10636402,9386402,3,0,4,Yes,9636402,9386402,3,0,1,Yes,10413161,9389411,3,0,3,Yes,10379272,9392084,1,0,1,Yes,9397214,9397214,1,0,0
Blattu,84842579,10,94,0,Yes,12948263,10348263,13,0,20,Yes,13606347,10356347,11,0,18,Yes,13495147,10356397,11,1,15,Yes,14788827,10358670,11,0,17,Yes,15020391,10358670,8,0,13,Yes,14983604,10359177,7,0,11
Jonesmalones,86231939,66,76,0,Yes,13577026,11777026,10,0,18,Yes,14277026,11777026,11,0,15,Yes,14915776,11777026,10,1,15,Yes,14511089,11777026,8,0,14,Yes,13753767,11779391,4,0,8,Yes,15197255,11779391,4,0,6
Taco Hat,59046070,10,22,0,Yes,9842905,9142905,5,0,7,Yes,9642905,9142905,8,0,4,Yes,9736757,9145507,4,0,3,Yes,9818433,9152183,4,0,4,Yes,9371558,9152183,3,0,1,Yes,10633512,9152730,3,0,3
Scof,61529364,17,40,0,Yes,10457059,8357059,10,0,15,Yes,9860740,8360740,8,0,8,Yes,10328578,8372328,7,1,8,Yes,10708266,8372328,6,0,6,Yes,9360656,8373468,3,0,1,Yes,10814065,8383389,3,0,2
Puck,82524576,24,79,0,Yes,13418726,10418726,13,0,21,Yes,12936014,10436014,11,0,15,Yes,13502890,10542890,11,1,14,Yes,14238176,10547394,11,0,13,Yes,13958243,10557929,6,0,8,Yes,14470527,10559069,5,0,8
RoTahn Taske,80813382,8,65,1,Yes,13436904,10636904,12,0,22,Yes,13263801,10638801,11,0,13,Yes,13758198,10651948,10,1,12,Yes,14020523,10660835,10,0,12,Yes,13156959,10743833,5,0,4,Yes,13176997,10746321,4,0,2
MINI DarthAzazel,78693420,32,73,0,Yes,13136369,10636369,13,0,19,Yes,13262035,10637035,11,0,13,Yes,13597035,10637035,11,1,14,Yes,12719179,10641210,10,0,11,Yes,14110954,10655796,8,0,11,Yes,11867848,10661285,5,0,5
Tranced,87151608,40,93,0,Yes,13281880,10681880,12,0,20,Yes,13809651,10684651,12,1,17,Yes,14761451,10690201,11,1,18,Yes,15548614,10691894,10,0,18,Yes,15134450,10692104,7,0,12,Yes,14615562,10704104,6,0,8
Delara Exibil,82709401,55,76,0,Yes,13240565,10440565,11,0,19,Yes,13443061,10443061,10,0,16,Yes,14273364,10452114,10,1,16,Yes,14742523,10558147,9,0,15,Yes,13031415,10563445,3,0,4,Yes,13978473,10560609,4,0,6
JakeY,70350431,22,51,0,Yes,12388778,10088778,13,0,17,Yes,11964139,10089139,11,0,11,Yes,12187934,10089184,9,1,12,Yes,11627923,10100423,7,0,9,Yes,11087611,10100423,4,0,1,Yes,11094046,10106858,3,0,1
ArtVandalay,71689232,11,68,0,Yes,12205440,9605440,11,0,20,Yes,12106958,9606958,10,0,15,Yes,12566958,9606958,10,1,14,Yes,11916443,9608943,9,0,10,Yes,11309607,9609450,3,0,4,Yes,11583826,9609450,5,0,5
Skaar,83067743,52,90,9,Yes,13119802,10019802,13,0,22,Yes,13252890,10127890,11,0,17,Yes,13604173,10032923,10,1,15,Yes,14586441,10070971,10,1,16,Yes,14516599,10074253,7,0,12,Yes,13987838,10076380,6,0,8
Enigma,83325996,15,80,0,Yes,13482732,10782732,13,0,21,Yes,13661934,10786934,11,0,15,Yes,14601050,10779800,10,1,16,Yes,13887894,10786175,9,0,14,Yes,13480925,10793580,6,0,8,Yes,14211461,10793597,4,0,6
