Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
manolis,65716747,9,48,0,Yes,12505397,10205397,11,0,17,Yes,11705397,10205397,9,0,8,Yes,13256647,10205397,9,1,12,No,3389148,1699148,6,0,7,Yes,12196041,10221665,2,0,2,Yes,12664117,10233441,4,0,2
Delara Exibil,81549374,69,72,0,Yes,13002158,10602158,11,0,18,Yes,13476218,10601218,10,0,15,Yes,14182972,10611722,10,1,15,Yes,14034816,10618253,10,0,15,Yes,13305598,10618253,4,0,5,Yes,13547612,10623342,4,0,4
Patrick4,71034936,17,68,2,No,5080506,2880506,10,0,16,Yes,12171931,10421931,10,0,12,Yes,13560681,10421931,9,1,15,Yes,12282203,10423609,8,0,10,Yes,14098142,10423609,6,0,9,Yes,13841473,10423609,4,0,6
Q Ryker,60245843,21,40,0,Yes,11367859,9567859,8,0,12,Yes,11073894,9573894,6,0,8,Yes,12038144,9578144,6,1,9,Yes,11755851,9582413,7,0,8,Yes,10571662,9584474,2,0,1,No,3438433,1007757,2,0,2
Dava,72343134,74,54,0,Yes,12473732,9973732,12,0,19,Yes,11853314,9978314,9,0,10,Yes,12693962,9983962,10,1,13,Yes,12379881,9987068,7,0,9,Yes,11962824,9988448,4,0,2,Yes,10979421,9992233,4,0,1
XCAL,84760735,29,85,0,Yes,13862276,10662276,13,0,23,Yes,13414325,10664325,11,0,14,Yes,13679593,10665843,11,1,14,Yes,14841960,10667740,11,0,17,Yes,14617931,10669179,7,0,10,Yes,14344650,10707411,5,0,7
Darthsyn,68659627,54,39,0,Yes,11108152,10108152,5,0,10,Yes,11359517,10109517,8,0,9,Yes,12315767,10109517,6,1,10,Yes,12631677,10127145,5,0,9,Yes,11114333,10127145,3,0,1,Yes,10130181,10130181,1,0,0
G4reth,77950159,6,62,0,Yes,12849683,10349683,11,0,19,Yes,12851911,10351911,10,0,13,Yes,13655317,10354067,9,1,13,Yes,13209175,10353237,7,0,9,Yes,12066805,10366648,4,0,4,Yes,13317268,10392998,4,0,4
Avatany,43428208,12,13,0,No,53641,53641,0,0,0,No,109945,109945,0,0,0,Yes,11306868,9870618,6,1,6,Yes,10205450,9880450,2,0,2,Yes,10382558,9888964,3,0,2,Yes,11369746,9888964,3,0,3
Tyrian,50140111,25,39,0,No,2092538,1292538,6,0,8,Yes,9964597,8464597,8,0,10,Yes,9901030,8464780,7,1,8,Yes,10208558,8488089,7,0,9,Yes,8986484,8492890,2,0,2,Yes,8986904,8493310,2,0,2
