Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
manolis,64361421,11,39,2,Yes,11419937,9219937,11,0,16,Yes,10614192,9239192,6,0,7,Yes,11092254,9243504,7,0,8,Yes,11758192,9243504,6,1,7,Yes,10230692,9243504,3,0,1,Yes,9246154,9246154,2,0,0
Tani Mayse,64291964,9,45,0,Yes,11092540,9292540,12,0,15,Yes,10309741,9309741,11,0,7,Yes,11008509,9322259,8,0,10,Yes,12018019,9324581,7,1,11,Yes,10314281,9327093,4,0,1,Yes,9548874,9329499,3,0,1
Chikiller,72077239,18,60,0,Yes,12067159,9667159,11,0,18,Yes,11797832,9672832,10,0,13,Yes,12850600,9674350,10,0,12,Yes,12532184,9676246,7,1,9,Yes,11659637,9685261,4,0,5,Yes,11169827,9689045,2,0,3
MINI DarthAzazel,74494357,35,68,0,Yes,12682993,10082993,13,0,20,Yes,12082993,10082993,11,0,11,Yes,12614243,10082993,10,0,12,Yes,13831766,10084109,10,1,13,Yes,11294789,10088226,4,0,5,Yes,11987573,9519603,5,0,7
Delara Exibil,76763717,41,72,0,Yes,12381834,9981834,11,0,18,Yes,12732271,9982271,10,0,14,Yes,13685695,9989445,10,0,15,Yes,14205245,9994463,9,0,16,Yes,12956225,9994661,4,0,6,Yes,10802447,9321665,2,0,3
Blattu,78845990,21,93,0,Yes,12359522,9559522,13,0,22,Yes,12203360,9578360,11,0,16,Yes,13403026,9581776,10,0,16,Yes,14289358,9584982,11,1,18,Yes,14035251,9592905,7,0,12,Yes,12555473,9593909,5,0,9
Fidget92,65367380,22,45,0,Yes,11182414,9182414,10,0,14,Yes,10774473,8774473,7,0,9,Yes,11910633,8950633,9,0,11,Yes,11333947,8640509,5,1,8,Yes,10449847,9243284,3,0,2,Yes,9716066,8728878,2,0,1
WharfRat,65773247,18,48,0,Yes,11713842,9313842,12,0,18,Yes,10569305,9319305,10,0,6,Yes,11938100,9319350,8,0,12,Yes,12171538,9315600,8,1,9,Yes,9539491,9320116,4,0,1,Yes,9840971,9347377,3,0,2
Squanchy420,64112086,16,45,0,Yes,10899534,8699534,10,0,16,Yes,10199534,8699534,6,0,8,Yes,11409534,8699534,8,0,10,Yes,11054861,8702673,4,1,6,Yes,10402646,8702489,4,0,4,Yes,10145977,8702489,1,0,1
T,71643375,8,63,0,Yes,11731211,9531211,12,0,16,Yes,11534363,9534363,10,0,12,Yes,11902248,9533498,9,0,11,Yes,13061923,9533641,10,1,12,Yes,11953612,9540486,6,0,7,Yes,11460018,9540486,4,0,5
Zarlis Rahn,67383420,8,71,0,Yes,11414761,8814761,12,0,20,Yes,10689761,8814761,10,0,11,Yes,10843358,8815858,8,0,12,Yes,12849784,8817752,9,1,15,Yes,11286472,8818502,5,0,7,Yes,10299284,8818502,4,0,6
Verage Valoor,64524511,34,39,0,Yes,10925644,9425644,10,0,12,Yes,11053065,9428065,10,0,9,Yes,11030614,9435614,7,0,9,Yes,11622423,9448985,5,1,8,Yes,10439483,9452295,3,0,1,Yes,9453282,9453282,2,0,0
JediAhsoka,57873166,27,40,0,Yes,9947275,8047275,8,0,13,Yes,8921923,8046923,5,1,5,Yes,10259483,8053233,6,0,10,Yes,9421807,8056807,4,1,5,Yes,9768274,8068117,3,0,4,Yes,9554404,8073622,2,0,3
XCAL,78082844,27,88,0,Yes,12745595,9645595,13,0,22,Yes,12022052,9647052,11,0,14,Yes,12537699,9648949,10,1,14,Yes,14523614,9656738,11,0,19,Yes,14111663,9669317,7,0,12,Yes,12142221,9674251,4,0,7
Patrick4,71794536,22,59,2,Yes,11857498,9657498,11,0,16,Yes,11541210,9666210,9,0,10,Yes,12463710,9666210,8,0,13,Yes,12921709,9667646,8,1,11,Yes,11642314,9667938,4,0,5,Yes,11368095,9667938,3,0,4
Avatany,55001723,15,33,0,Yes,11483653,9383653,9,0,15,Yes,10259489,9384489,8,0,7,No,2918584,1394834,5,0,6,Yes,11561373,9387935,6,1,5,Yes,9387801,9387801,1,0,0,Yes,9390823,9390823,0,0,0
Username,19170548,30,0,1,Yes,9585274,9585274,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,No,0,0,0,0,0,Yes,9585274,9585274,0,0,0
Tyrian,52586552,29,29,1,Yes,8775230,7875230,8,0,9,Yes,8634226,7884226,9,0,6,Yes,8910686,7886936,3,0,6,Yes,9709388,7887356,5,0,5,Yes,8384036,7890442,1,0,2,Yes,8172986,7953611,3,0,1
BobaChuck91,56203785,15,35,0,Yes,10832899,9332899,9,0,12,Yes,10460218,9335218,7,0,5,Yes,11031029,9344779,5,0,6,Yes,11053650,9347400,5,0,7,No,3251537,1551380,4,0,4,Yes,9574452,9355077,3,0,1
Yosh,52815925,11,25,1,No,3331168,1831168,7,0,9,Yes,10135173,9010173,5,0,6,Yes,9601633,9010383,4,0,4,Yes,10688103,9018415,3,0,5,Yes,10023518,9036330,1,0,1,Yes,9036330,9036330,0,0,0
OwningXylophone,68213478,30,50,0,Yes,11322081,9622081,10,0,11,Yes,11247081,9622081,9,0,11,Yes,11559300,9623050,7,0,11,Yes,12136150,9631618,5,1,9,Yes,11604643,9630267,4,0,5,Yes,10344223,9631254,2,0,3
Dârth Jungle Asian,68547861,17,48,0,Yes,11866849,9666849,12,0,16,Yes,10423684,9673684,10,0,6,Yes,11971550,9674050,8,0,10,Yes,12546900,9690962,8,1,9,Yes,11335189,9689876,5,0,4,Yes,10403689,9690720,4,0,3
DarthDax,79403255,35,74,0,Yes,13014006,10514006,13,0,19,Yes,13524190,10524190,11,0,16,Yes,13940521,10530521,11,0,14,Yes,14400053,10530521,9,1,14,Yes,12998491,10530521,5,0,7,Yes,11525994,10538806,3,0,4
Excessive Fist,55148920,9,29,0,Yes,9611455,8611455,3,0,4,Yes,10236455,8611455,5,0,7,No,3917576,1620076,5,0,8,Yes,10967509,8615321,4,0,6,Yes,10809072,8615321,3,0,3,Yes,9606853,8619665,1,0,1
Jonesmalones,85819732,80,88,4,Yes,14047980,11247980,13,0,22,Yes,13748070,11248070,11,0,15,Yes,14337478,11252478,10,0,15,Yes,14793850,11255412,10,1,16,Yes,14446177,11265238,7,0,10,Yes,14446177,11265238,7,0,10
Javin Fis,71938114,9,73,0,Yes,11939797,9339797,11,0,20,Yes,11343436,9343436,10,0,14,Yes,12141338,9343838,8,0,13,Yes,12875355,9347073,8,1,12,Yes,12802582,9347424,5,0,8,Yes,10835606,9354824,3,0,6
Taco Hat,55725311,18,15,0,Yes,9622740,8822740,8,0,8,Yes,9079158,8829158,5,0,2,Yes,9170721,8829471,3,0,2,Yes,9182162,8840912,1,0,2,Yes,9828100,8840912,1,0,1,Yes,8842430,8842430,1,0,0
Scof,58103940,25,38,0,Yes,10342782,8142782,10,0,16,Yes,9652093,8152093,6,0,6,Yes,9931852,8154352,6,0,7,Yes,10858420,8164982,6,1,8,Yes,9152347,8165159,3,0,1,Yes,8166446,8166446,1,0,0
Tyron Brandt,83589732,18,78,0,Yes,13501371,10901371,13,1,20,Yes,13529093,10904093,11,0,13,Yes,14367843,10904093,10,0,14,Yes,14777492,10907960,9,1,14,Yes,14090873,10909934,7,0,10,Yes,13323060,10909934,5,0,7
Rhil Margos,67959472,19,51,0,Yes,11426892,9226892,11,0,16,Yes,11122626,9247626,11,0,10,Yes,12121511,9249011,9,0,11,Yes,12596314,9246782,7,1,11,Yes,11222336,9247960,3,0,2,Yes,9469793,9250418,1,0,1
Puck,77311428,26,74,0,Yes,12433527,9933527,12,0,19,Yes,12433551,9933551,11,0,12,Yes,13234801,9933551,10,0,13,Yes,14148354,9937572,9,1,16,Yes,12899197,9937633,5,0,6,Yes,12161998,9474653,5,0,8
RoTahn Taske,76127329,10,62,0,Yes,13014293,10314293,13,0,21,Yes,12814491,10314491,11,0,12,Yes,13420765,10314515,10,0,12,Yes,14035973,10318785,10,1,14,Yes,12517779,10324028,4,0,3,Yes,10324028,10324028,4,0,0
Tranced,78807154,39,91,0,Yes,12537525,9937525,12,0,20,Yes,13199759,9949759,11,0,18,Yes,13337608,9948858,11,0,17,Yes,14657149,9952773,10,1,18,Yes,13406050,9950892,7,0,11,Yes,11669063,9968906,5,0,7
JakeY,67620881,17,46,0,Yes,12099657,9799657,12,0,17,Yes,10925681,9800681,10,0,8,Yes,11559016,9801516,7,0,10,Yes,11983874,9810436,7,1,8,Yes,11017245,9810682,4,0,2,Yes,10035408,9816033,3,0,1
Skaar,73365669,62,76,8,Yes,11790045,9190045,12,0,20,Yes,11444676,9194676,9,0,13,Yes,12675020,9195020,9,0,14,Yes,13392118,9207742,9,1,15,Yes,12882153,9207620,6,0,9,Yes,11181657,9207281,5,0,5
Enigma,78883009,19,78,0,Yes,12884833,10284833,12,0,20,Yes,13158593,10283593,11,0,15,Yes,13931703,10289203,10,0,15,Yes,14333603,10301571,9,1,15,Yes,12780007,10312037,5,0,7,Yes,11794270,10313488,4,0,6
Lambert,69297667,14,40,0,Yes,12062410,9862410,10,0,16,Yes,10991098,9866098,9,0,5,Yes,11718839,9870089,8,0,8,Yes,12559677,9882489,8,0,8,Yes,11091218,9884655,4,0,2,Yes,10874425,9887237,3,0,1
JHang,65900589,18,52,0,Yes,10932476,8932476,10,0,14,Yes,10812896,8937896,9,0,10,Yes,11303377,9025877,8,0,10,Yes,12378926,9029394,7,1,11,Yes,10730051,9029894,4,0,4,Yes,9742863,9029894,3,0,3
BobbyMarshal,61694764,13,44,0,Yes,10500178,8400178,11,0,15,Yes,10172873,8422873,8,0,9,Yes,10521478,8422728,7,0,9,Yes,10941353,8436821,6,1,6,Yes,9915847,8435065,3,0,3,Yes,9643035,8436472,2,0,2
Nomad,70322947,30,61,0,Yes,11721019,9521019,13,0,16,Yes,11521654,9521654,9,0,11,Yes,11280000,9522500,8,0,10,Yes,13057018,9528736,8,1,12,Yes,12001500,9533530,5,0,7,Yes,10741756,9535193,4,0,5
thirteensuns,50057790,22,25,0,Yes,9783875,8483875,8,0,10,Yes,9859076,8484076,5,0,5,Yes,10764948,8487448,6,0,7,No,1457264,774764,1,0,1,Yes,9697631,8491068,2,0,2,Yes,8494996,8494996,1,0,0
Trask droll,70984483,33,56,0,Yes,12661384,10061384,13,1,20,Yes,11824863,10074863,11,0,10,Yes,11423613,10074863,6,0,8,Yes,13930425,10077143,9,1,14,Yes,10572099,10078505,1,0,2,Yes,10572099,10078505,1,0,2
Jeeves,71917325,14,62,0,Yes,12078135,9678135,12,0,18,Yes,11803135,9678135,10,0,12,Yes,12280635,9678135,9,0,12,Yes,13218211,9679773,9,1,13,Yes,11378292,9678135,3,0,4,Yes,11158917,9678135,3,0,3
Q Ryker,63171939,12,40,0,Yes,10632030,8832030,9,0,12,Yes,10457660,8832660,7,0,9,Yes,10866513,8839013,8,0,9,Yes,11533711,8840273,5,1,8,Yes,9832292,8845104,2,0,1,Yes,9849733,8862545,1,0,1
G4reth,71652896,8,60,0,Yes,12101170,9601170,12,0,19,Yes,12102697,9602697,9,0,13,Yes,12743547,9604797,8,0,12,Yes,12808613,9611425,8,1,11,Yes,11058110,9632172,4,0,3,Yes,10838759,9632196,3,0,2
El Jefe,69812315,4,55,0,Yes,11488257,9388257,11,0,15,Yes,11391010,9391010,9,0,12,Yes,12101010,9391010,9,0,13,Yes,12105415,9411977,7,1,8,Yes,11881795,9413825,4,0,4,Yes,10844828,9418890,3,0,3
Geralt of Rivia,59980351,17,44,0,Yes,10154322,8554322,8,0,16,Yes,10559590,8559590,9,0,11,Yes,9474292,8561792,6,0,5,Yes,10458138,8569075,4,0,6,Yes,10543451,8569075,4,0,5,Yes,8790558,8571183,3,0,1
ArtVandalay,59553724,14,59,0,No,2549591,1249591,6,0,10,Yes,10769255,9019255,10,0,12,Yes,11388005,9019255,9,0,10,Yes,13373178,9010052,9,1,16,Yes,11227975,9034224,4,0,6,Yes,10245720,9039157,4,0,5
non7top,63536062,11,41,0,Yes,11071840,9171840,10,0,13,Yes,11178336,9178336,9,0,11,Yes,10416343,9178843,7,0,7,Yes,11531031,9178843,7,1,9,Yes,10153139,9165951,4,0,1,Yes,9185373,9185373,2,0,0
Marl Jewel,58791371,20,25,0,Yes,11370459,9970459,5,0,8,No,423981,173981,1,0,2,Yes,11684589,9978339,4,0,4,Yes,11659293,9989605,3,1,5,Yes,12457228,9989258,3,0,4,Yes,11195821,9989258,2,0,2
