Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tani Mayse,54475562,6,34,0,Yes,9686004,8186004,10,0,9,Yes,8661230,8186230,10,0,4,Yes,8905785,8189535,9,0,5,Yes,9324919,8192419,8,0,7,Yes,9199919,8192419,6,0,6,Yes,8697705,8193955,5,0,3
BobbyMarshal,49232845,6,36,0,Yes,8917483,7217483,9,0,14,Yes,8578021,7203021,9,0,9,Yes,7933887,7217637,4,0,4,Yes,8669269,7233019,5,0,5,Yes,7558019,7233019,3,0,2,Yes,7576166,7234916,4,0,2
Fidget92,58376246,6,50,8,No,7246895,5146895,10,0,15,Yes,10142030,8342030,9,0,9,Yes,10401789,8344289,6,0,7,Yes,11401549,8350299,9,0,12,Yes,10507487,8350299,7,0,5,Yes,8676496,8351496,4,0,2
WharfRat,57409140,10,46,0,Yes,9999833,8199833,9,0,15,Yes,9424980,8199980,10,0,8,Yes,9925225,8205225,9,0,7,Yes,10083074,8234324,7,0,7,Yes,9059857,8231107,7,0,5,Yes,8916171,8233671,5,0,4
Verage Valoor,54410026,14,30,0,Yes,10102534,8302534,10,0,12,Yes,8962650,8312650,8,0,6,Yes,9168378,8327128,7,0,5,Yes,9174642,8333392,4,1,5,Yes,8498949,8336449,5,0,1,Yes,8502873,8340373,3,0,1
Skaar,63860268,24,74,8,Yes,10780738,8180738,11,0,20,Yes,10375782,8175782,10,0,13,Yes,10808867,8035117,9,0,13,Yes,11099767,8211017,8,0,11,Yes,10421268,8211268,8,0,10,Yes,10373846,8210564,6,0,7
JediAhsoka,45910768,21,24,0,Yes,7781682,6981682,5,0,8,Yes,7941366,6991366,5,0,5,Yes,7495351,6995351,4,0,3,Yes,7756201,7002451,3,0,4,Yes,7223170,7003795,1,0,1,Yes,7712998,7000029,2,0,3
Puck,65522223,10,51,2,Yes,10852501,8952501,10,0,13,Yes,10940508,8965508,9,0,11,Yes,11614875,8966125,10,1,11,Yes,11746931,8965681,9,0,10,Yes,11181048,8966985,8,0,5,Yes,9186360,8966985,5,0,1
XCAL,65361623,34,72,2,Yes,10834801,8634801,11,0,16,Yes,11233383,8633383,11,0,16,Yes,11322303,8636053,11,0,12,Yes,11319521,8643271,10,0,10,Yes,10488296,8645952,7,0,10,Yes,10163319,8645975,6,0,8
RoTahn Taske,67970931,12,52,1,Yes,11672819,9472819,11,0,16,Yes,10958269,9483269,10,0,10,Yes,11040890,9483390,10,0,6,Yes,12143490,9487240,9,0,9,Yes,10998490,9487240,8,0,6,Yes,11156973,9487285,6,0,5
ArtVandalay,58756156,3,52,0,Yes,9725626,8125626,9,0,13,Yes,9975836,8125836,10,0,13,Yes,9774586,8125836,5,0,6,Yes,10243486,8128486,6,0,7,Yes,10342969,8128906,7,0,10,Yes,8693653,8133028,6,0,3
Avatany,54284422,5,15,1,Yes,9729870,8629870,6,0,8,Yes,9332050,8632050,4,0,3,Yes,8973510,8632260,1,0,2,Yes,8635500,8635500,2,0,0,Yes,8976811,8635561,2,0,2,Yes,8636681,8636681,0,0,0
Kdizyl,48793464,7,17,0,Yes,8483492,7583492,5,0,6,Yes,8046010,7596010,5,0,4,Yes,7850699,7600699,6,0,1,Yes,8877917,7604167,5,0,4,Yes,7929167,7604167,5,0,2,Yes,7606179,7606179,4,0,0
OwningXylophone,55267458,3,28,0,Yes,9700382,8500382,8,0,9,Yes,8852110,8502110,9,0,3,Yes,9093360,8502110,7,0,4,Yes,9418421,8502171,6,0,5,Yes,9349489,8504489,6,0,5,Yes,8853696,8512446,5,0,2
DarthDax,66947118,27,50,0,Yes,11078651,9178651,10,0,13,Yes,10803822,9178822,12,0,8,Yes,11361322,9178822,8,0,8,Yes,12147356,9187356,8,0,11,Yes,10538176,9189426,9,0,5,Yes,11017791,9195759,6,0,5
Jeeves,61881588,16,46,0,Yes,10891810,8791810,10,0,15,Yes,10144892,8794892,9,0,9,Yes,10319555,8795805,8,0,6,Yes,10566599,8809099,7,1,7,Yes,9477647,8811397,7,0,4,Yes,10481085,8811397,5,0,5
Taco Hat,51352278,4,18,0,Yes,8733817,8133817,8,0,6,Yes,8514424,8139424,7,0,3,Yes,8482065,8140815,3,0,2,Yes,8994115,8149115,4,0,5,Yes,8474966,8149966,5,0,2,Yes,8152891,8152891,2,0,0
Hego Damask,62834487,18,58,0,Yes,11242421,8942421,11,0,17,Yes,10754191,8954191,11,0,13,Yes,10264957,8957457,11,0,9,Yes,11322782,8970282,9,0,11,Yes,9785728,8956978,7,0,5,Yes,9464408,8960658,7,0,3
Scof,47439650,13,17,0,Yes,8925095,7325095,9,0,10,Yes,8025095,7325095,4,0,3,Yes,7325980,7325980,0,0,0,Yes,8012245,7329745,4,0,1,Yes,7656642,7331642,3,0,2,Yes,7494593,7332093,3,0,1
Tranced,65822517,11,67,2,Yes,11015529,8715529,11,0,17,Yes,10913498,8713498,10,0,13,Yes,11583165,8718165,11,1,12,Yes,12017733,8716483,10,0,13,Yes,10891753,8718315,7,0,8,Yes,9400839,8718339,5,0,4
Chikiller,56644292,10,27,0,Yes,10429741,8729741,10,0,14,Yes,9258125,8733125,10,0,5,Yes,9665625,8733125,4,0,2,Yes,9148358,8735858,7,0,2,Yes,9060858,8735858,5,0,2,Yes,9081585,8740335,5,0,2
Javin Fis,60441357,4,61,0,Yes,10932988,8532988,11,0,18,Yes,9865455,8540455,11,0,12,Yes,10012386,8546136,9,0,9,Yes,10529476,8593226,7,0,11,Yes,9779476,8593226,6,0,7,Yes,9321576,8598451,6,0,4
Nomad,59178891,11,51,0,Yes,10193747,8393747,10,0,15,Yes,9622249,8397249,9,0,11,Yes,9618838,8402588,8,0,7,Yes,10553363,8400863,7,1,9,Yes,10420621,8425933,7,0,7,Yes,8770073,8428823,5,0,2
Rhil Margos,56366110,16,32,0,Yes,9654122,8454122,8,0,9,Yes,9161476,8461476,10,0,6,Yes,9897726,8461476,9,0,6,Yes,10061077,8462327,7,0,7,Yes,8625004,8462504,6,0,1,Yes,8966705,8462955,3,0,3
Patrick4,61557020,13,55,3,Yes,10394085,8594085,9,0,15,Yes,9570480,8595480,10,0,9,Yes,10494230,8595480,9,0,8,Yes,10704443,8605693,7,0,9,Yes,9955172,8606422,6,0,8,Yes,10438610,8606422,5,0,6
Tyrian,47958391,15,33,3,Yes,7774733,7174733,8,0,6,Yes,7905744,7180744,9,0,6,Yes,8272239,7180989,6,0,8,Yes,8152107,7182107,5,0,6,Yes,8169637,7188543,4,0,5,Yes,7683931,7190337,2,0,2
Excessive Fist,54118236,3,37,0,Yes,9589256,7889256,8,0,11,Yes,9039256,7889256,5,0,7,Yes,9197093,7889593,5,0,6,Yes,9504593,7889593,5,0,7,Yes,8735269,7890269,4,0,5,Yes,8052769,7890269,3,0,1
Blattu,65349103,11,67,1,Yes,10950747,8550747,11,0,18,Yes,10413935,8563935,11,0,10,Yes,10247861,8565361,10,1,7,Yes,12048470,8568470,10,0,14,Yes,10786154,8576154,8,0,10,Yes,10901936,8576154,6,0,8
Jonesmalones,75641223,33,79,2,Yes,12581151,10281151,11,0,17,Yes,12158428,10283428,10,0,13,Yes,13023529,10283529,11,0,14,Yes,13084085,10286585,9,1,13,Yes,12490682,10290838,8,0,12,Yes,12303348,10292410,6,0,10
Ravened Stormchaser,54854573,8,41,0,Yes,9997302,8197302,10,0,15,Yes,9280358,8205358,10,0,10,Yes,8831314,8206314,8,0,5,Yes,9148801,8216301,7,0,5,Yes,8543477,8218477,5,0,2,Yes,9053321,8218477,6,0,4
Kerrin TyrianBSE,41955451,13,19,1,Yes,7208067,6508067,7,0,7,Yes,7487711,6537711,7,0,5,Yes,6537711,6537711,3,0,0,Yes,7294911,6541161,5,0,5,Yes,6541161,6541161,2,0,0,Yes,6885890,6544640,3,0,2
Delara Exibil,66325734,14,65,0,Yes,11097367,8897367,9,0,16,Yes,10646932,8896932,9,0,12,Yes,11139173,8899173,11,0,10,Yes,11269273,8900523,8,0,11,Yes,11595023,8901585,7,0,11,Yes,10577966,8908278,5,0,5
Lambert,60372409,4,44,0,Yes,10284146,8984146,10,0,13,Yes,10459418,8984418,10,0,10,Yes,9359606,8984606,8,0,2,Yes,10410858,8994608,6,0,8,Yes,10181007,8994757,6,0,7,Yes,9677374,8994874,5,0,4
Geralt of Rivia,50941367,8,29,0,Yes,8984555,7784555,9,0,9,Yes,8337748,7787748,9,0,5,Yes,8289646,7789646,8,0,4,Yes,8386870,7795620,5,0,3,Yes,8640620,7795620,5,0,5,Yes,8301928,7798178,5,0,3
Marl Jewel,66272133,4,50,0,Yes,11135966,9135966,10,0,14,Yes,11124137,9149137,10,0,11,Yes,11427682,9153932,9,0,9,Yes,11435522,9154272,8,0,7,Yes,10665522,9154272,8,0,6,Yes,10483304,9154866,6,0,3
Username,55510012,15,48,4,Yes,10420165,8620165,10,0,12,Yes,10820165,8620165,10,0,13,No,3561258,1696258,6,0,7,Yes,10657464,8629964,9,0,8,Yes,10206261,8638136,6,0,6,Yes,9844699,8638136,5,0,2
non7top,56957170,6,41,0,Yes,10068115,8468115,9,0,13,Yes,8993115,8468115,10,0,5,Yes,9184365,8468115,4,0,4,Yes,9563115,8468115,6,0,6,Yes,9655480,8469230,6,0,7,Yes,9492980,8469230,5,0,6
Galatea,52801496,3,25,0,Yes,9365389,7865389,8,0,9,Yes,8669372,7869372,7,0,4,Yes,9143653,7869903,6,0,4,Yes,9324724,7888474,6,0,5,Yes,8400523,7896773,5,0,3,Yes,7897835,7897835,3,0,0
MINI DarthAzazel,63822331,8,51,0,Yes,10604445,9104445,9,0,12,Yes,10554445,9104445,10,0,10,Yes,10699445,9104445,9,0,6,Yes,11084250,9110500,7,1,8,Yes,10521018,9115393,8,0,8,Yes,10358728,9115603,6,0,7
Anci,44810286,11,9,0,Yes,7946246,6946246,7,0,4,Yes,7547308,6947308,6,0,2,Yes,7629808,6947308,4,0,1,Yes,7792308,6947308,3,0,2,Yes,6947308,6947308,2,0,0,Yes,6947308,6947308,2,0,0
Trask droll,66970592,19,58,2,Yes,11212227,9212227,11,0,14,Yes,10912602,9212602,10,0,12,Yes,11472408,9214908,10,1,9,Yes,12695794,9215794,10,0,14,Yes,10897488,9217644,8,0,6,Yes,9780073,9219448,6,0,3
JHang,55751397,10,42,0,Yes,9193861,7893861,8,0,10,Yes,9321112,7896112,9,0,9,Yes,9419862,7896112,9,0,7,Yes,9778844,7930094,7,0,8,Yes,8435890,7932140,2,0,3,Yes,9601828,7932140,4,0,5
Zarlis Rahn,53754528,0,38,0,Yes,9609604,8009604,9,0,13,Yes,8759604,8009604,8,0,7,Yes,8760744,8010744,3,0,4,Yes,8760744,8010744,3,0,4,Yes,9018244,8010744,5,0,6,Yes,8845588,8010744,6,0,4
Squanchy420,54928547,2,36,0,Yes,9455549,7655549,9,0,12,Yes,8657065,7657065,8,0,6,Yes,9464850,7657350,6,0,6,Yes,9865374,7659124,6,0,7,Yes,8668559,7661059,5,0,3,Yes,8817150,7667462,4,0,2
Darrow Starfall,41467392,11,13,1,Yes,8788684,7888684,5,0,9,Yes,8143908,7893908,1,0,2,No,636351,511351,1,0,1,Yes,7904961,7904961,0,0,0,Yes,7915494,7915494,0,0,0,Yes,8077994,7915494,1,0,1
G4reth,62817688,1,59,0,Yes,10769663,8569663,10,0,16,Yes,10523903,8573903,10,0,14,Yes,10632490,8574990,9,0,8,Yes,11376715,8579215,8,0,10,Yes,10269322,8579322,6,0,7,Yes,9245595,8579345,5,0,4
Quinlan Vos,61128717,4,36,0,Yes,10321189,8821189,9,0,9,Yes,9727246,8827246,9,0,5,Yes,10572685,8832685,6,0,7,Yes,10682292,8833542,8,0,7,Yes,10650032,8834094,6,0,6,Yes,9175273,8834023,5,0,2
Calaveylon Kwai,44286614,1,20,0,Yes,7646158,6946158,7,0,7,Yes,7472127,6947127,8,0,5,Yes,7072535,6947535,8,0,1,Yes,7863785,6947535,6,0,5,Yes,7274771,6949771,5,0,2,Yes,6957238,6957238,4,0,0
JediScum,50245696,2,26,0,Yes,9635208,8635208,6,0,7,No,2508750,1533750,7,0,5,Yes,10160926,8637176,8,0,6,Yes,10238774,8640024,7,0,6,Yes,9053318,8728318,5,0,2,Yes,8648720,8648720,3,0,0
