Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
XCAL,66272925,12,85,4,Yes,11085976,8585976,11,0,19,No,7519607,4919607,11,0,16,Yes,11288911,8602661,9,0,12,Yes,11564644,8604644,9,0,11,Yes,12022120,8605557,9,0,12,Yes,12791667,8607291,10,0,15
Fidget92,53842641,4,42,0,Yes,10297698,8297698,10,0,14,No,3773063,2148063,8,0,8,Yes,9749007,8299007,8,0,6,Yes,8711845,8299345,5,0,2,Yes,10654147,8301959,7,0,6,Yes,10656881,8304693,7,0,6
Patrick4,61236829,4,47,6,Yes,10157476,8557476,9,0,13,Yes,9907476,8557476,10,0,9,Yes,9917131,8592131,7,0,6,Yes,10411686,8562936,7,0,8,Yes,10573874,8562936,7,0,4,Yes,10269186,8562936,7,0,7
Lol face,57638963,5,49,1,Yes,11296234,9196234,10,0,15,No,374917,249917,1,0,1,Yes,10646985,9196985,7,0,7,Yes,9897405,9197405,5,0,4,Yes,12537442,9198066,8,0,10,Yes,12885980,9205354,8,0,12
Username,63986812,5,51,2,Yes,10001164,8501164,9,0,12,Yes,9301584,8501584,3,0,4,Yes,11026072,8589822,8,0,9,Yes,10454822,8589822,6,0,8,Yes,11422835,8593303,7,0,8,Yes,11780335,8593303,7,0,10
Tyrian,46398268,6,25,3,Yes,7941157,7141157,8,0,8,Yes,7617110,7142110,8,0,4,Yes,7722554,7147554,5,0,4,Yes,7475843,7150843,3,0,2,Yes,7654664,7150914,2,0,3,Yes,7986940,7152096,4,0,4
JediAhsoka,39981373,17,28,0,Yes,7898991,6898991,6,0,10,No,1567835,867835,2,0,3,Yes,7477235,6902235,3,0,3,Yes,7333166,6920666,3,0,2,Yes,8098135,6922041,3,0,6,Yes,7606011,6923511,2,0,4
Tani Mayse,55245812,2,37,0,Yes,10011086,8111086,10,0,13,Yes,8586335,8111335,9,0,4,Yes,8937082,8112082,8,0,5,Yes,8439586,8114586,5,0,2,Yes,10129256,8118318,7,0,7,Yes,9142467,8118717,7,0,6
non7top,49030829,5,36,0,Yes,9978291,8378291,9,0,13,No,1137670,537670,4,0,6,Yes,9172243,8384743,7,0,5,Yes,8963651,8388651,5,0,4,Yes,9717089,8388651,6,0,3,Yes,10061885,8392197,6,0,5
OwningXylophone,54678122,2,27,0,Yes,9536300,8436300,8,0,8,Yes,8889514,8439514,9,0,4,Yes,9194035,8440285,6,0,5,Yes,8767001,8442001,5,0,2,Yes,9144176,8461676,4,0,4,Yes,9147096,8464596,3,0,4
DarthDax,66786775,18,51,0,Yes,10564087,9064087,9,0,12,Yes,10876069,9101069,10,0,9,Yes,10268358,9105858,9,0,5,Yes,10808317,9122067,6,0,7,Yes,12294364,9123582,7,0,10,Yes,11975580,9129798,8,0,8
Excessive Fist,45254803,2,23,0,Yes,8491189,7691189,4,0,5,No,0,0,0,0,0,Yes,9231774,7799274,5,0,6,Yes,8390524,7799274,2,0,3,Yes,8901917,7878167,3,0,3,Yes,10239399,7887211,4,0,6
Blattu,67574435,2,78,0,Yes,10734246,8434246,10,0,17,Yes,10861295,8436295,10,0,15,Yes,11304808,8439808,9,0,12,Yes,10557438,8442438,6,0,9,Yes,12140157,8449375,8,1,13,Yes,11976491,8448209,8,0,12
Jonesmalones,75764438,15,78,0,Yes,12225496,10225496,10,0,14,Yes,12201481,10226481,10,0,14,Yes,12540700,10233200,8,0,12,Yes,11741420,10237670,6,0,9,Yes,13438273,10241085,9,0,14,Yes,13617068,10241130,9,1,15
Javin Fis,61925165,3,59,0,Yes,10215258,8515258,10,0,14,Yes,9173857,8523857,10,0,6,Yes,9850809,8525809,7,0,9,Yes,9600809,8525809,5,0,6,Yes,11371591,8525809,6,0,11,Yes,11712841,8525809,7,0,13
Galatea,45329451,1,17,1,No,1838770,1338770,6,0,5,Yes,8519316,7819316,6,0,3,Yes,8483847,7821347,4,0,2,Yes,8146347,7821347,2,0,2,Yes,8503847,7821347,3,0,1,Yes,9837324,7826386,4,0,4
Scof,52269513,11,29,0,Yes,8995409,7295409,9,0,11,Yes,8025449,7300449,8,0,3,Yes,9057949,7300449,7,0,6,Yes,7713858,7301358,5,0,2,Yes,9149049,7316861,4,0,3,Yes,9327799,7316861,5,0,4
Hego Damask,64635571,12,57,0,Yes,10948470,8848470,10,0,15,Yes,10462971,8887971,10,0,11,Yes,10339205,8889205,7,0,7,Yes,9709858,8884858,5,0,5,Yes,12088871,8901839,9,0,10,Yes,11086196,8902602,9,0,9
Ravened Stormchaser,57290634,2,42,0,Yes,9858954,8158954,10,0,14,Yes,9025470,8175470,10,0,8,Yes,9521052,8179802,7,0,6,Yes,8880140,8180140,5,0,4,Yes,10002509,8180477,5,0,5,Yes,10002509,8180477,6,0,5
Rhil Margos,57596372,6,39,0,Yes,9852339,8352339,8,0,12,Yes,9502372,8352372,9,0,7,Yes,9677372,8352372,7,0,6,Yes,8940371,8365371,5,0,3,Yes,9730709,8365709,6,0,5,Yes,9893209,8365709,5,0,6
Kerrin TyrianBSE,40935502,5,15,0,Yes,6973079,6473079,6,0,5,Yes,6598079,6473079,1,0,1,Yes,6973079,6473079,5,0,3,Yes,6761255,6473755,5,0,2,Yes,6815005,6473755,3,0,2,Yes,6815005,6473755,4,0,2
Zarlis Rahn,55121917,3,41,0,Yes,9893086,7993086,9,0,16,Yes,9343086,7993086,10,0,9,Yes,9247976,7994226,6,0,7,Yes,8998396,7994646,5,0,5,Yes,9638138,7994856,5,0,4,Yes,8001235,8001235,0,0,0
