Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
WharfRat,67810905,30,53,0,Yes,11961543,9461543,13,0,19,Yes,10448349,9448349,11,0,7,Yes,12234815,9453565,9,0,13,Yes,12315115,9459177,8,1,9,Yes,10670917,9464354,4,0,2,Yes,10180166,9467197,3,0,3
manolis,65558553,9,42,2,Yes,11473785,9473785,11,0,14,Yes,11102201,9477201,11,0,9,Yes,11325951,9477201,10,0,8,Yes,12683664,9486476,7,1,11,Yes,9486476,9486476,2,0,0,Yes,9486476,9486476,2,0,0
XCAL,79231581,32,85,0,Yes,12307825,9807825,13,0,19,Yes,11682825,9807825,11,0,10,Yes,13629075,9807825,10,0,16,Yes,14854159,9808533,11,1,20,Yes,13979066,9810939,7,0,11,Yes,12778631,9817067,6,0,9
G4reth,71480805,7,57,1,Yes,12264044,9764044,12,0,19,Yes,12267539,9767539,11,0,12,Yes,12571694,9770444,9,0,10,Yes,12967714,9770526,7,1,11,Yes,11197409,9771471,4,0,3,Yes,10212405,9773655,3,0,2
Patrick4,73484976,21,63,4,Yes,12003260,9703260,10,0,17,Yes,11578260,9703260,9,0,10,Yes,12500760,9703260,8,0,13,Yes,13305626,9710313,8,1,13,Yes,12677068,9715504,4,0,6,Yes,11420002,9719845,4,0,4
Avatany,49721278,7,12,0,Yes,11057759,9457759,8,0,10,Yes,10083594,9458594,3,0,2,Yes,9461484,9461484,0,0,0,Yes,9464827,9464827,0,1,0,No,187934,187934,0,0,0,Yes,9465680,9465680,0,0,0
Username,53087860,12,12,1,Yes,9707996,9707996,0,0,0,Yes,9708401,9708401,0,0,0,No,0,0,0,0,0,Yes,12554290,9708508,5,1,8,Yes,11189290,9708508,2,0,3,Yes,9927883,9708508,2,0,1
Tyrian,52848869,33,28,0,Yes,9210914,8010914,9,0,12,Yes,8632350,8007350,9,0,5,Yes,8940334,8007834,5,0,5,Yes,9829911,8007879,4,1,5,Yes,8007879,8007879,1,0,0,Yes,8227481,8008106,1,0,1
JediAhsoka,58133876,23,40,0,Yes,10113784,8113784,8,0,14,Yes,9492984,8117984,6,1,7,Yes,9141812,8118062,3,0,6,Yes,11134720,8136594,5,1,8,Yes,10111583,8137207,4,0,5,Yes,8138993,8138993,0,0,0
Yosh,48978629,6,17,0,Yes,10962083,9062083,9,0,13,Yes,9816722,9066722,5,0,3,Yes,9068856,9068856,0,0,0,Yes,10056044,9068856,1,0,1,Yes,9074924,9074924,0,0,0,No,0,0,0,0,0
Tani Mayse,64539215,7,43,0,Yes,11166935,9366935,12,0,15,Yes,10620781,9370781,11,0,8,Yes,10628336,9370836,8,0,7,Yes,11711530,9375592,8,1,9,Yes,10808851,9382913,5,0,3,Yes,9602782,9383407,3,0,1
non7top,62278540,17,40,0,Yes,11410902,9210902,10,0,16,Yes,10585902,9210902,8,0,9,Yes,10984652,9210902,7,0,10,Yes,10883174,9213486,6,1,5,Yes,9206955,9206955,2,0,0,Yes,9206955,9206955,1,0,0
OwningXylophone,68374602,20,53,2,Yes,11445578,9745578,9,0,14,Yes,11746489,9746489,10,0,11,Yes,11865796,9750796,8,0,12,Yes,11613386,9754792,6,1,10,Yes,11728479,9754103,4,0,5,Yes,9974874,9755499,3,0,1
BobbyMarshal,63715085,18,50,0,Yes,10774368,8474368,11,0,17,Yes,10224368,8474368,9,0,9,Yes,10573576,8474826,7,0,9,Yes,11495591,8487309,7,1,9,Yes,10953346,8485376,3,0,4,Yes,9693836,8487273,2,0,2
DarthDax,82743064,32,77,0,Yes,13063254,10663254,13,0,18,Yes,13414811,10664811,11,0,14,Yes,13749964,10664964,10,0,12,Yes,15038543,10665261,10,1,17,Yes,14339794,10665261,6,0,9,Yes,13136698,10668728,4,0,7
Javin Fis,71867432,8,72,0,Yes,11760793,9360793,11,0,18,Yes,11116828,9366828,10,0,13,Yes,12278084,9389334,9,0,14,Yes,13259821,9390289,9,1,14,Yes,12574935,9393996,5,0,7,Yes,10876971,9396189,4,0,6
Rhil Margos,61728107,18,50,0,Yes,11069930,9369930,11,0,14,Yes,11244930,9369930,11,0,10,No,5367492,2423742,9,0,11,Yes,12383717,9375435,7,1,9,Yes,10858441,9377659,4,0,3,Yes,10803597,9377659,3,0,3
Zarlis Rahn,60788722,6,70,0,Yes,11589612,8889612,12,0,21,Yes,10889612,8889612,10,0,11,Yes,11670862,8889612,9,0,13,Yes,12760373,8890841,9,1,14,No,3494397,1574865,5,0,5,Yes,10383866,8903084,4,0,6
Tyron Brandt,69817387,17,71,1,Yes,13428204,10928204,12,1,19,Yes,13435298,10935298,11,0,12,Yes,14756548,10935298,10,0,16,Yes,15282207,10935331,10,1,16,No,0,0,0,0,0,Yes,12915130,10940754,6,0,8
Trask droll,75799937,43,72,0,Yes,12707130,10107130,13,1,20,Yes,12360089,10110089,11,0,13,Yes,12895936,10114686,10,0,13,Yes,13984218,10114686,9,1,14,Yes,12802031,10114686,6,0,8,Yes,11050533,10118189,5,0,4
Chikiller,74913400,14,63,0,Yes,11977953,9777953,11,0,16,Yes,11777953,9777953,10,0,12,Yes,13170453,9777953,10,0,13,Yes,13306934,9778652,8,1,12,Yes,12742607,9781043,5,0,6,Yes,11937500,9781043,4,0,4
Geralt of Rivia,59776290,23,40,0,Yes,10113826,8613826,9,0,15,Yes,10364222,8614222,9,0,9,Yes,9527538,8615038,6,0,5,Yes,10110909,8619971,5,0,4,Yes,10322333,8622176,4,0,4,Yes,9337462,8624493,3,0,3
T,71717181,15,57,0,Yes,11672676,9672676,11,0,14,Yes,11675762,9675762,10,0,12,Yes,10901320,9681320,6,0,7,Yes,12226477,9681320,6,1,9,Yes,13635083,9686331,6,0,10,Yes,11605863,9686331,4,0,5
Marl Jewel,73947449,19,55,0,Yes,12522511,10022511,11,0,19,Yes,12314628,10064628,7,0,10,Yes,13116604,10156604,8,0,11,Yes,13121776,10087088,7,1,10,Yes,11566931,10086149,4,0,3,Yes,11304999,10098436,3,0,2
