Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
manolis,73064315,6,47,0,Yes,12740690,10340690,12,0,18,Yes,12094257,10344257,10,0,9,Yes,12713007,10344257,9,1,11,Yes,12845579,10347141,6,0,7,Yes,11335391,10348203,2,0,1,Yes,11335391,10348203,2,0,1
Dava,73545065,80,61,0,Yes,12507136,10107136,12,0,18,Yes,12493241,10118241,11,0,14,Yes,13264306,10125556,10,0,15,Yes,12822868,10129430,7,0,11,Yes,11338251,10131688,3,0,2,Yes,11119263,10132075,2,0,1
Puck,84910181,21,79,0,Yes,12886165,10686165,9,0,16,Yes,13442693,10692693,12,1,14,Yes,14173755,10693755,11,1,14,Yes,15624764,10701013,11,0,19,Yes,15150440,10708094,7,0,12,Yes,13632364,10708094,5,0,4
RoTahn Taske,80780318,6,63,0,Yes,13687858,10887858,13,0,22,Yes,13012858,10887858,11,0,12,Yes,14014963,10892463,10,1,12,Yes,14146526,10892463,9,0,11,Yes,12099785,10893222,4,0,2,Yes,13818328,10894058,4,0,4
Darthsyn,70515567,55,40,0,Yes,10191605,10191605,0,0,0,Yes,11935902,10185902,8,0,12,Yes,12731140,10183640,7,1,11,Yes,12241526,10220432,6,0,11,Yes,11707592,10226810,2,0,3,Yes,11707802,10227020,3,0,3
Delara Exibil,83260119,41,75,0,Yes,13478316,10678316,11,0,19,Yes,13551281,10676281,10,0,15,Yes,13636281,10676281,10,1,14,Yes,15079896,10676145,10,0,16,Yes,13363601,10676256,4,0,5,Yes,14150744,10732880,5,0,6
Tranced,87623981,52,92,1,Yes,13833066,10833066,12,0,21,Yes,13581750,10831750,12,1,17,Yes,14535024,10838774,11,1,16,Yes,15695494,10838774,10,0,18,Yes,15501627,10839906,9,0,13,Yes,14477020,10839781,6,0,7
WharfRat,76711975,16,72,0,Yes,12848215,10248215,13,0,20,Yes,11998499,10248499,11,0,12,Yes,13893194,10250694,10,1,15,Yes,13295714,10250870,10,0,14,Yes,12718840,10250870,6,0,7,Yes,11957513,10257356,5,0,4
G4reth,80327075,9,67,0,Yes,13063745,10463745,11,0,20,Yes,13348075,10473075,10,0,15,Yes,13434972,10474972,8,1,11,Yes,13895955,10479392,8,0,12,Yes,13169731,10482386,5,0,5,Yes,13414597,10490327,4,0,4
JediAhsoka,62014936,26,39,0,Yes,10949415,9149415,8,0,15,Yes,10280327,9155327,6,1,8,Yes,10335929,9153429,4,1,7,Yes,9154193,9154193,0,0,0,Yes,10153837,9166649,2,0,4,Yes,11141235,9166859,3,0,5
