Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Delara Exibil,71949907,27,77,0,Yes,11613941,9213941,10,0,18,Yes,11314424,9214424,10,0,15,Yes,12085050,9220050,10,0,13,Yes,12971918,9218168,10,0,16,Yes,12764213,9225775,8,0,13,Yes,11200361,9225985,2,0,2
Verage Valoor,57945303,31,34,0,Yes,10073842,8673842,9,0,11,Yes,10049436,8674436,7,0,9,Yes,9586936,8674436,4,0,6,Yes,9190234,8686484,4,0,3,Yes,9368984,8686484,3,1,4,Yes,9675871,8688683,1,0,1
Username,49785336,31,62,22,No,7870872,5770872,9,0,15,No,4151666,2501666,9,0,11,Yes,11230547,8885547,7,0,10,Yes,11436797,8885547,10,0,12,Yes,12555030,9026748,8,1,12,No,2540424,1333861,3,0,2
Enigma,74265332,12,83,0,Yes,12160873,9760873,11,0,18,Yes,12440318,9765318,12,0,20,Yes,11564174,9756674,9,0,12,Yes,12314827,9763577,9,0,12,Yes,13801202,9769170,9,0,15,Yes,11983938,9790187,5,0,6
Javin Fis,59101287,9,64,0,Yes,10995608,8795608,11,0,19,No,3182127,1932127,6,0,7,Yes,10549358,8795608,8,0,11,Yes,11350273,8799023,8,0,12,Yes,11502882,8835850,6,1,10,Yes,11521039,8833694,4,0,5
Patrick4,63215339,18,66,3,Yes,11406740,9006740,10,0,18,Yes,9924821,8324821,10,0,11,Yes,11199123,9016623,7,0,11,Yes,11581319,9030069,7,0,12,No,7876981,4622918,7,0,11,Yes,11226355,9032604,3,0,3
XCAL,73346520,29,87,6,Yes,11219390,8919390,11,0,17,Yes,11619390,8919390,11,0,17,Yes,11909390,8919390,9,0,13,Yes,12503394,8928394,10,0,15,Yes,13580435,9054809,10,0,17,Yes,12514521,9059363,5,0,8
non7top,59756174,6,43,0,Yes,10721177,8621177,10,0,15,Yes,9371684,8621684,10,0,7,Yes,10125434,8621684,8,0,9,Yes,9469501,8624501,6,0,5,Yes,10456689,8624501,6,0,6,Yes,9611689,8624501,3,0,1
Jeeves,68174648,20,59,0,Yes,10877315,9177315,9,0,14,Yes,10886215,9186215,9,0,12,Yes,11010215,9310215,8,0,8,Yes,11554462,9198212,8,0,11,Yes,12234719,9200031,8,1,10,Yes,11611722,9198596,4,0,4
Squanchy420,56057103,16,37,0,Yes,9795370,7895370,8,0,13,Yes,8655981,7905981,7,0,7,Yes,9589471,7906971,4,0,6,Yes,9963736,7916236,5,0,6,Yes,10093545,7920107,4,0,5,Yes,7959000,7959000,2,0,0
