Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
MINIxurkthan,60784376,14,41,0,Yes,11094043,8694043,9,0,15,Yes,10580778,8680778,7,0,10,Yes,10119087,8686587,5,0,5,Yes,10116873,8680623,5,1,5,Yes,9856867,8670617,3,0,4,Yes,9016728,8675478,3,0,2
Pflapjack,53391906,59,2,0,Yes,9050721,8850721,1,0,2,Yes,8860530,8860530,1,0,0,Yes,8860530,8860530,0,0,0,Yes,8871202,8871202,0,0,0,Yes,8872142,8872142,0,0,0,Yes,8876781,8876781,0,0,0
Mugami Chinzano,35361986,15,0,0,Yes,8786802,8786802,0,0,0,No,211396,211396,0,0,0,Yes,8786944,8786944,0,0,0,Yes,8786994,8786994,0,0,0,No,0,0,0,0,0,Yes,8789850,8789850,0,0,0
Daggo,56757821,11,23,1,Yes,10495693,8895693,7,0,13,Yes,10074185,8899185,5,0,7,Yes,8898647,8898647,0,1,0,Yes,8898750,8898750,0,0,0,Yes,8898750,8898750,0,0,0,Yes,9491796,8931171,2,0,3
A1Savage,42249822,0,2,0,Yes,8602237,8402237,1,0,2,Yes,8403425,8403425,0,0,0,No,0,0,0,0,0,Yes,8413452,8413452,0,0,0,Yes,8413452,8413452,0,0,0,Yes,8417256,8417256,0,0,0
Falen Lacer,51951091,11,25,0,Yes,8905920,8005920,6,0,6,Yes,8306483,8006483,6,0,3,Yes,8847733,8006483,6,0,5,Yes,8847733,8006483,4,0,5,Yes,8520286,8016536,3,0,3,Yes,8522936,8019186,4,0,3
Skcampy,56535090,0,6,0,Yes,9480122,9280122,1,0,2,Yes,9530542,9280542,1,0,2,Yes,9283887,9283887,0,0,0,Yes,9641013,9299763,1,0,2,Yes,9299763,9299763,0,0,0,Yes,9299763,9299763,0,0,0
DonKeyHoeTae,53756337,53,7,0,Yes,8864758,8664758,1,0,2,Yes,8672267,8672267,1,0,0,Yes,9696036,8672286,2,0,3,Yes,8673300,8673300,0,0,0,Yes,8676214,8676214,0,0,0,Yes,9173762,8680168,2,0,2
OhMyPretzel,50376615,27,42,0,Yes,8886424,7486424,8,0,14,Yes,8661424,7486424,6,0,11,Yes,8830232,7488982,6,0,8,Yes,8671933,7489433,4,1,7,Yes,7830683,7489433,1,0,2,Yes,7495919,7495919,0,0,0
Reaper1010,56744213,3,38,0,Yes,9902747,8602747,8,0,13,Yes,9380462,8605462,7,0,7,Yes,9230672,8605672,5,0,4,Yes,9492194,8613444,5,0,5,Yes,9620944,8613444,5,0,6,Yes,9117194,8613444,4,0,3
pablomash,54739652,12,8,0,Yes,9636738,8936738,3,0,4,Yes,9338962,8938962,2,0,4,Yes,8938962,8938962,0,1,0,Yes,8940969,8940969,0,0,0,Yes,8941517,8941517,0,0,0,Yes,8942504,8942504,0,0,0
Ransom23,40859024,1,34,0,Yes,10354970,9054970,7,0,13,Yes,10182077,9057077,6,0,10,No,853371,353371,2,0,3,Yes,10402077,9057077,5,0,8,No,0,0,0,0,0,Yes,9066529,9066529,0,0,0
Salvare,60267055,2,28,0,Yes,11043406,9043406,8,0,14,Yes,9794924,9044924,4,0,3,Yes,9669924,9044924,3,0,2,Yes,11323395,9045895,7,1,7,Yes,9047078,9047078,1,0,0,Yes,9388328,9047078,2,0,2
Zazztrain,69179757,23,67,0,Yes,11311215,9111215,11,0,16,Yes,11716945,9116945,10,0,16,Yes,10860569,9120569,7,1,7,Yes,11731906,9180656,6,0,9,Yes,11548276,9185932,6,0,10,Yes,12010846,9201626,5,0,9
ItzBerndern,50223585,22,22,1,No,5547527,4947527,3,0,3,Yes,11081733,10081733,4,0,7,Yes,12517039,10084539,8,1,10,Yes,10412964,10087964,3,0,2,No,572814,572814,1,0,0,Yes,10091508,10091508,0,0,0
Aceth,46315679,30,9,1,Yes,8506797,7506797,5,0,7,Yes,7713009,7513009,1,0,2,Yes,7519245,7519245,1,0,0,Yes,7520483,7520483,0,0,0,Yes,7524291,7524291,0,0,0,Yes,7531854,7531854,0,0,0
Trate Daxson,42512519,3,6,1,No,380685,180685,1,0,2,Yes,8781984,8331984,3,0,4,Yes,8331984,8331984,0,0,0,Yes,8331984,8331984,0,1,0,Yes,8333882,8333882,0,0,0,Yes,8352000,8352000,0,0,0
Excelsior 101,43662318,0,6,0,Yes,7572338,7172338,2,0,4,Yes,7372338,7172338,2,0,2,Yes,7178698,7178698,0,0,0,Yes,7178698,7178698,0,0,0,Yes,7178698,7178698,0,0,0,Yes,7181548,7181548,0,0,0
FateHydro,55172134,37,35,0,Yes,9547032,8347032,8,0,12,Yes,9550430,8350430,7,0,7,Yes,9140417,8352917,6,0,5,Yes,9362475,8358725,5,0,6,Yes,8866585,8362835,4,0,3,Yes,8705195,8363945,2,0,2
Philadelphia Collins,68947004,30,49,0,Yes,12448630,9948630,11,0,19,Yes,11458635,9958635,6,0,9,Yes,12073973,9958973,6,0,9,Yes,11836156,9971156,6,1,8,Yes,10654180,9971680,1,0,1,Yes,10475430,9971680,3,0,3
Saki,32227036,10,5,0,Yes,5574412,5274412,2,0,3,Yes,5379661,5279661,1,0,1,Yes,5411166,5286166,1,0,1,Yes,5286166,5286166,0,0,0,Yes,5286166,5286166,0,0,0,Yes,5289465,5289465,0,0,0
Mc,40891604,7,29,0,Yes,6961766,6161766,4,0,8,Yes,6787815,6162815,3,0,5,Yes,6880535,6164285,4,0,5,Yes,7081968,6165718,4,0,6,Yes,7011553,6166553,3,0,5,Yes,6167967,6167967,0,0,0
SithKebab,85009882,55,77,0,Yes,14387360,11587360,13,0,22,Yes,13340736,11590736,5,0,8,Yes,14797122,11590872,10,0,15,Yes,13982804,11594054,6,1,11,Yes,15427024,11594054,8,0,15,Yes,13074836,11594054,4,0,6
N7 Tesla,62473598,17,36,0,Yes,11079821,9079821,10,0,14,Yes,10082056,9082056,6,0,5,Yes,10688385,9093385,6,0,6,Yes,10943326,9094576,8,1,8,Yes,9516111,9174861,5,0,2,Yes,10163899,9176711,3,0,1
SecretId,36955727,3,3,0,Yes,6406703,6106703,2,0,3,Yes,6107538,6107538,1,0,0,Yes,6108297,6108297,1,0,0,Yes,6109583,6109583,0,0,0,Yes,6111634,6111634,0,0,0,Yes,6111972,6111972,0,0,0
Mr Blargh,48322324,6,12,0,Yes,8399669,7799669,3,0,6,Yes,8249669,7799669,2,0,4,Yes,8170757,7829507,1,0,2,Yes,7830465,7830465,0,0,0,Yes,7834156,7834156,0,0,0,Yes,7837608,7837608,0,0,0
MINI Mace Dymond,69231471,10,58,0,Yes,12193817,9593817,10,0,17,Yes,11449001,9599001,8,0,10,Yes,12122751,9599001,9,0,10,Yes,11447751,9599001,8,1,8,Yes,11292327,9602327,5,0,7,Yes,10725824,9604574,5,0,6
rockoffanddie,46896191,17,32,0,Yes,8107604,6807604,8,0,10,Yes,8014279,6814279,7,0,7,Yes,8531040,6814790,6,0,8,Yes,7571063,6817313,4,1,4,Yes,7843724,6819974,3,0,3,Yes,6828481,6828481,2,0,0
Yania May,43589090,5,9,0,No,225939,225939,1,0,0,Yes,9025545,8425545,3,0,6,Yes,8928429,8428429,2,0,3,Yes,8458038,8458038,0,1,0,Yes,8469891,8469891,0,0,0,Yes,8481248,8481248,0,0,0
Grogu,48672468,0,2,0,Yes,8057778,8057778,0,0,0,Yes,8064349,8064349,0,0,0,Yes,8065603,8065603,0,0,0,Yes,8318469,8068469,1,0,2,Yes,8080322,8080322,0,0,0,Yes,8085947,8085947,0,0,0
Thessa Odai,40703575,28,15,0,Yes,8356278,7756278,3,0,6,Yes,8209106,7759106,2,0,4,Yes,8009724,7759724,1,0,2,Yes,8358230,7766980,2,0,3,Yes,7770237,7770237,0,0,0,No,0,0,0,0,0
JangosJuggs,43697037,0,2,0,Yes,7446037,7246037,1,0,2,Yes,7247555,7247555,0,0,0,Yes,7247555,7247555,0,0,0,Yes,7249453,7249453,0,0,0,Yes,7249953,7249953,0,0,0,Yes,7256484,7256484,0,0,0
Wabba Dejabba,47045664,4,46,1,No,4024039,2324039,10,0,14,Yes,9362753,7587753,8,0,12,Yes,8521240,7588740,3,0,6,Yes,8685384,7590384,7,1,7,Yes,8477071,7591446,5,0,5,Yes,7975177,7593302,2,0,2
s0da p0pinski,72383550,39,65,0,Yes,12083650,9983650,11,0,15,Yes,11644412,9994412,9,0,11,Yes,12825761,9994511,11,0,14,Yes,12602363,9999863,10,1,12,Yes,11526931,9999431,6,0,9,Yes,11700433,10000276,3,0,4
Bobandy,64432309,49,31,0,Yes,11154908,9954908,9,0,12,Yes,10881222,9981222,6,0,8,Yes,12099161,9984161,6,0,9,Yes,9976580,9976580,0,1,0,Yes,9989594,9989594,0,0,0,Yes,10330844,9989594,1,0,2
8,56269942,24,8,0,Yes,9606761,9206761,2,0,4,Yes,9458137,9208137,2,0,2,Yes,9552089,9210839,1,0,2,Yes,9211965,9211965,0,1,0,Yes,9220462,9220462,0,0,0,Yes,9220528,9220528,1,0,0
PaulB086,42821642,1,20,0,Yes,8074124,6574124,6,0,9,Yes,6839957,6589957,2,0,2,Yes,7060287,6594037,3,0,3,Yes,7285770,6603270,2,0,4,Yes,6950902,6609652,1,0,2,Yes,6610602,6610602,0,0,0
DocWho619,52048193,16,8,0,Yes,9257417,8457417,4,0,5,Yes,8712915,8462915,2,0,2,Yes,8463605,8463605,0,0,0,Yes,8464351,8464351,0,0,0,Yes,8464494,8464494,0,0,0,Yes,8685411,8466036,2,0,1
