Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Mugami Chinzano,51812089,11,0,0,Yes,8632833,8632833,0,0,0,Yes,8632849,8632849,0,0,0,Yes,8633894,8633894,0,0,0,Yes,8633894,8633894,0,0,0,Yes,8637187,8637187,0,0,0,Yes,8641432,8641432,0,0,0
Daggo,51697839,21,6,2,Yes,9360596,8460596,4,0,6,Yes,8460596,8460596,0,0,0,Yes,8460596,8460596,0,0,0,Yes,8464667,8464667,0,0,0,Yes,8474232,8474232,0,1,0,Yes,8477152,8477152,0,0,0
Falen Lacer,49594814,6,23,0,Yes,8746979,7646979,5,0,8,Yes,8696979,7646979,5,0,6,Yes,7647189,7647189,4,0,0,Yes,8309689,7647189,4,0,4,Yes,8330826,7648326,3,0,4,Yes,7863152,7700652,3,0,1
MINIxurkthan,58243056,8,38,0,Yes,9951918,7951918,9,0,11,Yes,10001590,7951590,7,0,9,Yes,9704242,7954242,6,0,6,Yes,9922282,7966032,4,0,5,Yes,9672065,7965815,3,1,4,Yes,8990959,7967209,3,0,3
Skcampy,54142687,10,2,0,Yes,8957165,8957165,0,0,0,Yes,8958353,8958353,0,0,0,Yes,8963569,8963569,0,0,0,Yes,8976049,8976049,0,0,0,Yes,8978044,8978044,0,0,0,Yes,9309507,8984507,2,0,2
DonKeyHoeTae,33685937,23,14,0,Yes,7764314,7364314,3,0,4,No,81602,81602,0,0,0,Yes,8371020,7371020,3,0,5,No,2689177,1324177,3,0,5,Yes,7389912,7389912,0,0,0,Yes,7389912,7389912,1,0,0
OhMyPretzel,45412660,12,37,0,Yes,8457216,6757216,9,0,14,Yes,7811628,6761628,5,0,10,Yes,8013089,6763089,5,0,8,Yes,7263089,6763089,2,1,3,Yes,6763089,6763089,0,0,0,Yes,7104549,6763299,1,0,2
Fortunatu,45531774,12,24,2,Yes,10255646,9155646,6,0,8,Yes,9560635,9160635,3,0,4,Yes,9160635,9160635,0,0,0,Yes,10925102,9167602,6,0,7,No,523438,182188,1,0,2,No,5106318,4602568,2,0,3
Reaper1010,50743226,4,16,0,Yes,8948871,8148871,4,0,8,Yes,8448871,8148871,2,0,3,Yes,8398871,8148871,3,0,2,Yes,8648871,8148871,2,0,3,Yes,8148871,8148871,0,0,0,Yes,8148871,8148871,0,0,0
pablomash,51271780,11,4,0,Yes,9123289,8423289,5,0,4,Yes,8428851,8428851,0,0,0,Yes,8428851,8428851,0,0,0,Yes,8430123,8430123,0,1,0,Yes,8430333,8430333,0,0,0,Yes,8430333,8430333,0,0,0
