Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Yodizzle,59820912,3,15,1,Yes,9343076,9343076,0,0,0,Yes,10848249,9348249,6,0,6,Yes,11121999,9348249,6,0,7,Yes,9353446,9353446,1,1,0,Yes,9357696,9357696,0,0,0,Yes,9796446,9357696,3,0,2
Mugami Chinzano,53201840,18,0,0,Yes,8858313,8858313,0,0,0,Yes,8863942,8863942,0,0,0,Yes,8863942,8863942,0,0,0,Yes,8868454,8868454,0,0,0,Yes,8873341,8873341,0,0,0,Yes,8873848,8873848,0,0,0
Daggo,59503073,19,28,1,Yes,10863422,9163422,8,0,14,Yes,10368432,9168432,5,0,7,Yes,9168432,9168432,0,0,0,Yes,10432511,9158761,3,1,5,Yes,9164513,9164513,0,0,0,Yes,9505763,9164513,2,0,2
A1Savage,44189697,5,7,0,No,598336,198336,2,0,4,Yes,8972848,8647848,2,0,3,Yes,8647982,8647982,0,0,0,Yes,8655166,8655166,0,0,0,Yes,8655166,8655166,0,0,0,Yes,8660199,8660199,0,0,0
Falen Lacer,53238943,5,23,0,Yes,8734470,8234470,3,0,5,Yes,9284470,8234470,5,0,6,Yes,8826116,8234866,3,0,3,Yes,9077075,8235825,5,0,5,Yes,8582234,8240984,2,0,2,Yes,8734578,8240984,3,0,2
MINIxur'kthan,63169489,5,44,3,Yes,11295475,8895475,10,0,15,Yes,10992990,8892990,8,0,12,Yes,11171866,8898116,6,0,8,Yes,9956221,8932471,2,1,3,Yes,9273187,8931937,3,0,2,Yes,10479750,8931937,4,0,4
Skcampy,60159457,5,22,1,Yes,9998585,9498585,3,0,5,Yes,10263466,9513466,4,0,7,Yes,9527774,9527774,0,0,0,Yes,10380298,9539048,3,0,5,Yes,9541559,9541559,0,0,0,Yes,10447775,9545900,3,0,5
DonKeyHoeTae,61534148,37,32,0,Yes,10345897,8945897,6,0,11,Yes,9963393,8963393,3,0,5,Yes,10704861,8998611,4,0,7,Yes,9694594,9012094,1,0,1,Yes,9505688,9012094,1,0,2,Yes,11319715,9125964,4,0,6
OhMyPretzel,42468313,11,27,2,Yes,8804511,7704511,6,0,11,Yes,8104511,7704511,2,0,4,Yes,9185452,7752952,5,0,8,No,0,0,0,0,0,Yes,8109027,7767777,1,0,2,Yes,8264812,7771218,1,0,2
Reaper1010,48178605,0,33,0,Yes,10116892,8816892,8,0,13,Yes,9567229,8817229,6,0,7,Yes,9255212,8755212,5,0,4,Yes,9665291,8840291,5,0,5,No,0,0,0,0,0,Yes,9573981,8850856,4,0,4
CT69420,22930827,18,1,0,No,628847,528847,1,0,1,Yes,7379711,7379711,0,0,0,Yes,7382310,7382310,0,0,0,No,157649,157649,0,1,0,Yes,7382310,7382310,0,0,0,No,0,0,0,0,0
pablomash,47489664,0,3,0,No,1365032,1065032,5,0,3,Yes,9218887,9218887,0,0,0,Yes,9218887,9218887,0,0,0,Yes,9228938,9228938,0,1,0,Yes,9228938,9228938,0,0,0,Yes,9228982,9228982,0,0,0
