Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Mugami Chinzano,43676878,24,0,0,Yes,8731909,8731909,0,0,0,Yes,8735440,8735440,0,0,0,Yes,8735650,8735650,0,0,0,No,0,0,0,0,0,Yes,8736560,8736560,0,0,0,Yes,8737319,8737319,0,0,0
Daggo,56298111,15,25,0,Yes,10248494,8648494,7,0,13,Yes,9298494,8648494,3,0,6,Yes,8648494,8648494,0,0,0,Yes,10049397,8863147,3,1,4,Yes,9189116,8864116,2,0,2,Yes,8864116,8864116,0,0,0
A1Savage,42012891,0,4,0,Yes,8177789,8077789,1,0,1,Yes,8283244,8083244,1,0,2,No,338770,338770,2,0,0,Yes,8567328,8317328,1,0,1,Yes,8319004,8319004,0,0,0,Yes,8326756,8326756,0,0,0
Falen Lacer,42647438,6,19,0,Yes,8676496,7976496,3,0,4,Yes,8601496,7976496,4,0,6,Yes,8226496,7976496,5,0,2,Yes,8573694,7982444,4,0,4,No,26187,26187,0,0,0,Yes,8543069,7982444,3,0,3
MINIxurkthan,60419026,14,39,0,Yes,10645966,8245966,10,0,15,Yes,10114260,8239260,7,0,10,Yes,10299531,8492031,5,0,5,Yes,9909854,8636104,4,1,4,Yes,9824071,8637821,3,0,4,Yes,9625344,8638156,2,0,1
Skcampy,57337216,7,16,0,Yes,9790495,9190495,4,0,6,Yes,9390512,9190512,2,0,2,Yes,9191679,9191679,0,0,0,Yes,9692844,9192844,2,0,3,Yes,9574719,9192844,3,0,2,Yes,9696967,9193217,2,0,3
DonKeyHoeTae,43876713,25,10,0,No,980974,780974,1,0,2,Yes,8858225,7758225,4,0,6,Yes,8449570,7767070,1,0,1,Yes,9119584,8437084,1,0,1,Yes,8442107,8442107,0,0,0,Yes,8026253,8026253,0,0,0
OhMyPretzel,48421195,7,40,0,Yes,8287582,6887582,7,0,14,Yes,8091376,6891376,6,0,11,Yes,8786723,7354223,5,0,8,Yes,7854223,7354223,2,1,3,Yes,7695473,7354223,1,0,2,Yes,7705818,7364568,1,0,2
Reaper1010,56401228,2,38,1,Yes,10014287,8514287,9,0,12,Yes,9541690,8516690,7,0,9,Yes,9392098,8517098,7,0,6,Yes,8850072,8525072,2,0,2,Yes,9353822,8525072,6,0,5,Yes,9249259,8526134,4,0,4
pablomash,52750010,0,3,0,Yes,8901653,8601653,3,0,3,Yes,8601653,8601653,0,0,0,Yes,8810728,8810728,0,1,0,Yes,8810728,8810728,0,0,0,Yes,8812624,8812624,0,0,0,Yes,8812624,8812624,0,0,0
Ransom23,57809498,5,38,0,Yes,10026700,8826700,6,0,12,Yes,10082304,8832304,7,0,9,Yes,10176070,8834820,5,0,11,Yes,9676070,8834820,3,0,5,Yes,9005427,8842927,1,0,1,Yes,8842927,8842927,0,0,0
Salvare,58788605,22,30,0,Yes,11167323,8767323,10,0,18,Yes,8769318,8769318,0,0,0,Yes,10081846,8774346,4,0,3,Yes,10247645,8902645,4,1,5,Yes,8902645,8902645,0,0,0,Yes,9619828,8937328,2,0,4
Zazztrain,65112781,30,59,0,Yes,10527886,8227886,11,0,17,Yes,10240219,8240219,8,0,11,Yes,11172688,8932688,8,1,8,Yes,10342110,8977110,3,0,5,Yes,11179593,8979749,5,0,9,Yes,11650285,8993409,6,0,9
ItzBerndern,71819934,36,61,0,Yes,12872770,9972770,12,1,20,Yes,13180456,9980456,13,0,19,Yes,12412972,9980472,8,0,11,Yes,12528649,9981149,8,1,9,Yes,10832577,9987577,2,0,2,Yes,9992510,9992510,0,0,0
Cmac,36104914,2,13,0,No,0,0,0,0,0,Yes,8472818,8472818,0,0,0,Yes,9655318,8472818,5,0,7,Yes,9329639,8484639,3,0,5,Yes,8647139,8484639,1,0,1,No,0,0,0,0,0
Aceth,47140576,0,18,0,Yes,8480047,7380047,5,0,8,Yes,7980530,7380530,4,0,6,Yes,7880530,7380530,3,0,1,Yes,7648333,7398333,2,0,1,Yes,7404943,7404943,0,0,0,Yes,7746193,7404943,2,0,2
Trate Daxson,50281790,4,10,0,Yes,8461177,8061177,2,0,4,Yes,8711177,8061177,3,0,6,Yes,8264527,8264527,0,1,0,Yes,8270320,8270320,0,0,0,Yes,8287167,8287167,0,0,0,Yes,8287422,8287422,0,0,0
Excelsior 101,43278974,0,5,0,Yes,7429164,7129164,2,0,3,Yes,7329164,7129164,1,0,2,Yes,7129164,7129164,0,0,0,Yes,7129164,7129164,0,0,0,Yes,7131159,7131159,0,0,0,Yes,7131159,7131159,0,0,0
FateHydro,53514985,65,39,0,Yes,9308309,8008309,8,0,13,Yes,8624736,7824736,4,0,7,Yes,8252223,7839723,4,0,3,Yes,9542075,8197075,6,0,8,Yes,8870609,8204359,3,0,4,Yes,8917033,8234533,3,0,4
Philadelphia Collins,70006505,44,53,0,Yes,11766625,9766625,10,0,17,Yes,12141625,9766625,10,0,14,Yes,11663233,9798233,5,0,7,Yes,12421468,9798968,7,1,9,Yes,11163443,9798443,3,0,5,Yes,10850111,9862923,1,0,1
Saki,32393835,4,15,0,Yes,5472182,4772182,4,0,7,Yes,5022392,4772392,2,0,2,Yes,5135722,4885722,2,0,2,Yes,6162771,5139021,2,0,3,Yes,5381529,5219029,1,0,1,Yes,5219239,5219239,0,0,0
Mc,41361534,9,34,0,Yes,6839885,6139885,4,0,7,Yes,7089978,6139978,4,0,8,Yes,7231228,6139978,4,0,8,Yes,6732161,6140911,2,0,4,Yes,7164661,6140911,3,0,6,Yes,6303621,6141121,2,0,1
SithKebab,78672092,67,66,3,No,9928563,8228563,8,0,14,Yes,13143172,11443172,8,0,14,Yes,12752975,11479225,5,0,7,Yes,13868016,11479266,6,1,11,Yes,14971392,11479672,8,0,13,Yes,14007974,11540004,4,0,7
N7 Tesla,60726272,22,34,0,Yes,10745334,8845334,10,0,13,Yes,10371474,8846474,10,0,7,Yes,10696143,8851143,10,0,6,Yes,10536527,9012777,4,1,6,Yes,9359022,9017772,5,0,2,Yes,9017772,9017772,2,0,0
SecretId,35652102,10,6,0,Yes,5868288,5568288,2,0,3,Yes,5693288,5568288,1,0,1,Yes,5985703,5644453,2,0,2,Yes,6030627,6030627,0,0,0,Yes,6030837,6030837,0,0,0,Yes,6043359,6043359,0,0,0
Mr Blargh,46468215,4,12,0,Yes,7916085,7316085,3,0,6,Yes,7766085,7316085,2,0,4,Yes,7316085,7316085,0,0,0,Yes,8087914,7675414,2,0,2,Yes,7680690,7680690,0,0,0,Yes,7701356,7701356,0,0,0
MINI Mace Dymond,58904269,21,40,0,No,3315781,2115781,6,0,6,Yes,10908689,9433689,9,0,10,Yes,11708285,9434535,9,0,8,Yes,10958330,9434580,6,1,6,Yes,11174928,9484928,6,0,7,Yes,10838256,9509818,4,0,3
Pflapjack,51501639,19,6,0,Yes,9083288,8483288,3,0,6,Yes,8483349,8483349,0,0,0,Yes,8483349,8483349,0,0,0,Yes,8483724,8483724,0,0,0,Yes,8483934,8483934,0,0,0,Yes,8483995,8483995,0,0,0
rockoffanddie,42801899,24,33,0,Yes,7316213,5816213,8,0,12,Yes,7216720,5816720,6,0,9,Yes,7411672,5820422,5,0,7,Yes,6824550,6662050,2,1,1,Yes,7182165,6678415,5,0,3,Yes,6850579,6688079,2,0,1
Yania May,52742820,2,21,1,Yes,8761517,8161517,3,0,6,Yes,8815668,8165668,4,0,6,Yes,9483798,8392548,4,0,6,Yes,8891256,8391256,2,1,3,Yes,8394823,8394823,0,0,0,Yes,8395758,8395758,0,0,0
Grogu,48165381,21,2,0,Yes,8185231,7985231,1,0,2,Yes,7985231,7985231,0,0,0,Yes,7987508,7987508,0,0,0,Yes,7988343,7988343,0,0,0,Yes,7989254,7989254,0,0,0,Yes,8029814,8029814,0,0,0
JangosJuggs,41448233,14,4,0,Yes,6825387,6625387,1,0,2,Yes,6825387,6625387,1,0,2,Yes,6625387,6625387,0,0,0,Yes,6886330,6886330,0,0,0,Yes,7142871,7142871,0,0,0,Yes,7142871,7142871,0,0,0
Wabba Dejabba,51595293,7,50,0,Yes,8874099,7074099,9,0,15,Yes,8677307,7077307,9,0,11,Yes,8738302,7484552,9,0,8,Yes,8585023,7490023,6,1,7,Yes,8653216,7493372,5,0,6,Yes,8067346,7506721,3,0,3
s0da p0pinski,69428246,42,62,0,Yes,11676208,9576208,11,0,15,Yes,11552354,9577354,9,0,14,Yes,11943966,9828966,9,0,10,Yes,11735331,9870331,7,1,8,Yes,11746678,9888084,6,0,10,Yes,10773709,9888084,5,0,5
Bobandy,63164853,42,29,0,Yes,11863022,9663022,10,0,16,Yes,10093460,9668460,3,0,4,Yes,10688716,9847466,4,0,4,Yes,10501312,9838812,4,1,3,Yes,10178838,9837588,1,0,2,Yes,9839505,9839505,1,0,0
8,54431236,47,0,0,Yes,9018798,9018798,0,0,0,Yes,9020497,9020497,0,0,0,Yes,9023153,9023153,0,0,0,Yes,9120627,9120627,0,0,0,Yes,9120825,9120825,0,0,0,Yes,9127336,9127336,0,0,0
PaulB086,37900031,2,11,0,Yes,6582040,5682040,4,0,6,Yes,5816679,5691679,2,0,1,Yes,6089468,5748218,2,0,2,Yes,6687218,6345968,1,0,2,Yes,6361810,6361810,1,0,0,Yes,6362816,6362816,0,0,0
DocWho619,51644193,14,6,0,Yes,9235799,8435799,3,0,5,Yes,8435799,8435799,0,0,0,Yes,8435799,8435799,0,0,0,Yes,8438213,8438213,0,0,0,Yes,8439592,8439592,0,0,0,Yes,8658991,8439616,2,0,1
Rensalaer,50077458,3,17,0,Yes,8828497,8028497,5,0,8,Yes,8706826,8031826,4,0,6,Yes,8281871,8031871,1,1,2,Yes,8031871,8031871,0,0,0,Yes,8194371,8031871,1,0,1,Yes,8034022,8034022,0,0,0
Zick,45691748,16,27,0,Yes,8039420,7039420,6,0,10,Yes,7592794,7042794,4,0,5,Yes,7797454,7043704,3,0,5,Yes,7982994,7050494,3,1,6,Yes,7220793,7058293,3,0,1,Yes,7058293,7058293,0,0,0
Yodizzle,52876368,6,35,0,Yes,10589117,8989117,6,0,10,Yes,10239117,8989117,7,0,8,Yes,10808197,9000697,9,0,6,No,0,0,0,0,0,Yes,10349812,9001062,4,0,5,Yes,10890125,9001062,6,0,6
TheMonkeyBuddha,48589947,5,14,0,Yes,8641423,7441423,5,0,6,Yes,8294125,7444125,5,0,4,Yes,7611295,7486295,2,0,1,Yes,8186648,7845398,1,0,2,Yes,8009478,7846978,1,0,1,Yes,7846978,7846978,0,0,0
Rh Factor,52887560,15,17,0,Yes,8932053,8332053,3,0,6,Yes,8644672,8344672,2,0,3,Yes,8941106,8349856,4,0,4,Yes,8510896,8510896,0,0,0,Yes,8833667,8508667,2,0,2,Yes,9025166,8683916,1,0,2
Nolangoat,39341143,2,19,1,Yes,6602375,6002375,5,0,6,Yes,6583488,6008488,3,0,5,Yes,6258557,6008557,1,0,1,Yes,6687167,6183417,2,0,3,Yes,6183439,6183439,0,0,0,Yes,7026117,6191273,2,0,4
C2,47691702,7,36,1,Yes,8678608,6878608,8,0,15,Yes,7779583,6879583,4,0,8,Yes,7883333,6879583,4,0,6,Yes,8567711,7385211,4,0,7,Yes,7389138,7389138,0,0,0,Yes,7393329,7393329,0,0,0
